,year,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209
58328,2020,01,008798,092,11,03,200104,1.0,2.0,20200087980921103,3.0,1.0,3.0,1.0,2.0,,1.0,35.0,,6.0
58330,2020,06,005521,022,11,03,040102,6.0,1.0,20190055210221103,3.0,,,1.0,2.0,,1.0,4.0,,
58332,2020,01,007110,047,11,05,130101,1.0,1.0,20200071100471105,5.0,2.0,3.0,2.0,,2.0,1.0,11.0,,
58341,2020,06,017011,093,11,01,110304,2.0,5.0,20200170110931101,1.0,,,1.0,2.0,,1.0,30.0,,1.0
58342,2020,01,005757,036,11,03,050601,5.0,5.0,20160057570361104,3.0,1.0,3.0,1.0,2.0,,1.0,16.0,,6.0
58343,2020,10,015915,069,11,04,050202,5.0,7.0,20200159150691104,3.0,1.0,3.0,1.0,2.0,,1.0,14.0,,6.0
58345,2020,12,019767,067,11,02,220904,7.0,5.0,20200197670671102,3.0,1.0,1.0,1.0,2.0,,2.0,25.0,,6.0
58349,2020,03,008941,009,11,06,200308,4.0,6.0,20200089410091106,3.0,2.0,1.0,1.0,2.0,,1.0,31.0,,2.0
58351,2020,11,006477,002,11,02,090301,5.0,7.0,20200064770021102,2.0,1.0,2.0,1.0,2.0,,2.0,22.0,,1.0
58352,2020,06,019650,023,11,01,220804,7.0,4.0,20200196500231101,1.0,,,1.0,2.0,,1.0,56.0,,1.0
58354,2020,03,005785,070,11,02,050114,5.0,8.0,20200057850701102,2.0,1.0,2.0,1.0,2.0,,2.0,45.0,,2.0
58355,2020,07,018571,201,11,01,160108,7.0,2.0,20200185712011101,1.0,,,1.0,2.0,,1.0,51.0,,1.0
58356,2020,02,005021,106,11,02,010101,4.0,4.0,20200050211061102,2.0,1.0,2.0,1.0,2.0,,2.0,39.0,,1.0
58360,2020,11,009757,083,11,05,250103,7.0,7.0,20180097570831104,3.0,1.0,3.0,1.0,2.0,,1.0,11.0,,
58366,2020,03,007692,109,11,06,150137,8.0,1.0,20190076921091106,3.0,,,1.0,2.0,,2.0,25.0,,5.0
58370,2020,10,008293,057,11,01,160201,7.0,4.0,20200082930571101,1.0,1.0,1.0,1.0,2.0,,2.0,33.0,,5.0
58371,2020,07,006735,033,11,02,110101,2.0,2.0,20200067350331102,2.0,,,1.0,2.0,,2.0,36.0,,1.0
58372,2020,07,007629,011,11,02,150132,8.0,1.0,20190076290111102,2.0,,,1.0,2.0,,2.0,42.0,,2.0
58373,2020,11,009094,057,11,01,210106,6.0,7.0,20200090940571101,1.0,0.0,1.0,1.0,2.0,,1.0,43.0,,6.0
58376,2020,12,008243,015,11,04,160113,7.0,2.0,20190082430151104,3.0,1.0,3.0,1.0,1.0,,1.0,12.0,,6.0
58379,2020,01,010347,065,11,02,210605,6.0,6.0,20200103470651102,7.0,0.0,1.0,2.0,,2.0,2.0,12.0,,6.0
58380,2020,03,007709,086,11,03,150101,8.0,1.0,20190077090861103,0.0,,,,,,,,,
58381,2020,04,017864,016,11,01,150103,8.0,1.0,20200178640161101,1.0,,,1.0,2.0,,2.0,28.0,,6.0
58382,2020,06,015329,094,22,01,020205,5.0,6.0,20200153290942201,1.0,,,1.0,2.0,,2.0,72.0,,3.0
58383,2020,06,020023,090,11,03,230111,3.0,7.0,20200200230901103,3.0,,,1.0,2.0,,2.0,7.0,,
58384,2020,06,017104,088,11,01,120101,5.0,2.0,20200171040881101,1.0,,,1.0,2.0,,2.0,54.0,,5.0
58390,2020,05,015758,033,11,07,040517,6.0,6.0,20200157580331107,3.0,,,1.0,2.0,,2.0,3.0,,
58391,2020,09,016554,087,11,01,090301,5.0,5.0,20200165540871101,1.0,,,1.0,2.0,,1.0,37.0,,1.0
58394,2020,03,009270,098,11,01,220205,7.0,5.0,20200092700981101,1.0,,,1.0,2.0,,1.0,32.0,,1.0
58395,2020,09,008255,072,11,03,160701,7.0,5.0,20170082550721105,3.0,1.0,3.0,1.0,2.0,,1.0,16.0,,6.0
58397,2020,06,015753,187,11,07,040108,3.0,7.0,20200157531871107,10.0,,,2.0,,1.0,2.0,20.0,,1.0
58398,2020,11,007640,083,11,03,150132,8.0,1.0,20200076400831103,3.0,1.0,3.0,1.0,2.0,,1.0,35.0,,6.0
58399,2020,06,009428,093,11,01,230401,6.0,5.0,20200094280931101,1.0,,,1.0,2.0,,1.0,48.0,,1.0
58404,2020,10,016062,206,11,01,060301,4.0,7.0,20200160622061101,1.0,1.0,1.0,1.0,2.0,,1.0,37.0,,1.0
58407,2020,07,005977,232,11,02,060701,4.0,7.0,20170059772321102,2.0,,,1.0,2.0,,2.0,72.0,,1.0
58408,2020,12,018758,065,11,11,160403,7.0,8.0,20200187580651111,6.0,0.0,1.0,1.0,2.0,,2.0,92.0,,3.0
58409,2020,11,005703,069,11,01,050116,5.0,2.0,20190057030691101,1.0,1.0,1.0,1.0,2.0,,1.0,43.0,,2.0
58410,2020,04,005645,026,11,01,040311,3.0,6.0,20200056450261101,1.0,,,1.0,2.0,,1.0,37.0,,1.0
58411,2020,09,006087,072,11,02,070103,8.0,1.0,20200060870721102,2.0,1.0,2.0,1.0,2.0,,2.0,84.0,,2.0
58412,2020,07,009343,107,11,01,230101,3.0,2.0,20200093431071101,1.0,,,1.0,2.0,,1.0,79.0,,3.0
58413,2020,03,010224,067,11,01,150118,8.0,1.0,20190102240671101,1.0,,,1.0,2.0,,1.0,91.0,,3.0
58414,2020,03,007045,121,11,04,120903,5.0,7.0,20190070451211105,3.0,1.0,3.0,1.0,2.0,,2.0,15.0,,6.0
58416,2020,03,015160,039,11,06,010205,7.0,7.0,20200151600391106,3.0,,,1.0,2.0,,2.0,16.0,,6.0
58417,2020,07,009737,103,11,03,250302,7.0,7.0,20190097371031101,0.0,,,,,,,,,
58420,2020,09,010213,072,11,04,150135,8.0,1.0,20200102130721104,3.0,1.0,3.0,1.0,2.0,,2.0,19.0,,6.0
58430,2020,07,011379,162,11,04,160106,7.0,7.0,20200113791621104,3.0,,,1.0,2.0,,2.0,11.0,,
58431,2020,02,005938,081,11,03,060602,4.0,7.0,20200059380811103,3.0,2.0,2.0,1.0,2.0,,2.0,26.0,,1.0
58433,2020,03,009127,052,11,01,220101,7.0,4.0,20200091270521101,1.0,1.0,1.0,1.0,2.0,,1.0,52.0,,2.0
58434,2020,08,020083,121,11,01,240101,1.0,3.0,20200200831211101,1.0,,,1.0,2.0,,1.0,64.0,,2.0
58437,2020,08,017394,116,11,03,130111,1.0,1.0,20200173941161103,5.0,,,1.0,2.0,,1.0,24.0,,6.0
58438,2020,09,008021,015,11,01,150805,2.0,2.0,20200080210151101,1.0,,,1.0,2.0,,2.0,35.0,,6.0
58439,2020,03,008311,016,11,10,160704,7.0,7.0,20200083110161110,3.0,1.0,3.0,1.0,2.0,,2.0,1.0,,
58440,2020,06,016721,023,11,01,100201,5.0,5.0,20200167210231101,1.0,,,1.0,2.0,,2.0,72.0,,3.0
58441,2020,12,015607,119,11,01,040129,6.0,1.0,20200156071191101,1.0,1.0,1.0,1.0,2.0,,2.0,45.0,,6.0
58442,2020,09,011387,093,11,05,250107,7.0,2.0,20200113870931105,3.0,1.0,3.0,1.0,2.0,,1.0,21.0,,6.0
58443,2020,12,007691,147,11,06,150137,8.0,1.0,20170076911471106,5.0,2.0,3.0,1.0,2.0,,2.0,11.0,,
58445,2020,10,005103,069,11,04,010701,7.0,7.0,20180051030691104,3.0,1.0,3.0,1.0,2.0,,2.0,14.0,,6.0
58447,2020,05,019423,243,11,01,200301,4.0,7.0,20200194232431101,1.0,,,1.0,2.0,,2.0,26.0,,6.0
58449,2020,11,010304,121,11,07,200115,1.0,2.0,20200103041211107,5.0,2.0,3.0,1.0,2.0,,2.0,7.0,,
58452,2020,02,008248,038,11,02,160113,7.0,2.0,20200082480381102,2.0,1.0,2.0,1.0,2.0,,2.0,29.0,,1.0
58453,2020,04,010078,061,11,04,060202,4.0,6.0,20160100780611104,3.0,,,1.0,2.0,,1.0,7.0,,
58454,2020,01,006187,083,11,02,080104,6.0,2.0,20200061870831102,2.0,1.0,2.0,1.0,2.0,,2.0,65.0,,2.0
58455,2020,02,010062,021,11,02,060101,4.0,2.0,20200100620211102,2.0,1.0,2.0,1.0,2.0,,2.0,48.0,,2.0
58458,2020,01,005124,012,11,03,010306,4.0,7.0,20200051240121103,3.0,1.0,3.0,1.0,2.0,,1.0,23.0,,6.0
58462,2020,04,017852,026,11,03,150137,8.0,1.0,20200178520261103,3.0,,,1.0,2.0,,2.0,29.0,,6.0
58463,2020,02,007703,140,22,01,150101,8.0,1.0,20200077031402201,1.0,1.0,1.0,1.0,2.0,,1.0,41.0,,2.0
58464,2020,01,005498,063,11,03,040101,6.0,1.0,20200054980631103,3.0,1.0,3.0,1.0,2.0,,1.0,8.0,,
58467,2020,11,019586,114,11,02,210307,6.0,6.0,20200195861141102,2.0,1.0,2.0,1.0,1.0,,2.0,49.0,,1.0
58469,2020,07,006573,024,11,05,100401,5.0,5.0,20190065730241105,3.0,,,1.0,2.0,,1.0,8.0,,
58471,2020,11,005670,016,11,02,040511,6.0,6.0,20200056700161102,2.0,1.0,2.0,1.0,2.0,,2.0,78.0,,2.0
58473,2020,03,005584,042,11,03,040303,3.0,5.0,20200055840421103,6.0,0.0,1.0,1.0,2.0,,2.0,74.0,,1.0
58476,2020,11,006987,083,11,09,120119,5.0,5.0,20200069870831109,3.0,1.0,3.0,1.0,2.0,,2.0,6.0,,
58477,2020,11,019277,061,12,07,200605,1.0,4.0,20200192770611207,5.0,2.0,3.0,1.0,2.0,,1.0,2.0,,
58478,2020,04,019264,015,11,02,200114,1.0,4.0,20200192640151102,2.0,,,1.0,2.0,,2.0,49.0,,2.0
58479,2020,04,017332,166,11,03,130102,1.0,1.0,20200173321661103,3.0,,,1.0,1.0,,1.0,23.0,,6.0
58481,2020,06,015187,044,11,03,021809,2.0,2.0,20200151870441103,3.0,,,1.0,2.0,,2.0,8.0,,
58485,2020,03,007100,056,11,05,130101,1.0,1.0,20200071000561105,5.0,2.0,3.0,1.0,2.0,,1.0,9.0,,
58493,2020,12,009492,069,11,08,240101,1.0,3.0,20200094920691108,10.0,0.0,1.0,1.0,2.0,,1.0,62.0,,5.0
58495,2020,06,008117,045,11,02,150514,2.0,5.0,20160081170451102,2.0,,,1.0,2.0,,2.0,49.0,,1.0
58496,2020,03,005667,197,11,02,040520,6.0,7.0,20170056671971102,2.0,1.0,2.0,1.0,2.0,,2.0,29.0,,1.0
58498,2020,06,016166,024,11,01,070104,8.0,1.0,20200161660241101,1.0,,,1.0,2.0,,2.0,26.0,,1.0
58500,2020,05,008664,088,11,01,190111,5.0,5.0,20200086640881101,1.0,,,1.0,2.0,,1.0,35.0,,2.0
58501,2020,10,009603,089,11,04,250105,7.0,2.0,20160096030891104,3.0,1.0,3.0,1.0,2.0,,1.0,16.0,,6.0
58502,2020,06,010097,035,11,04,080205,6.0,7.0,20200100970351104,3.0,,,1.0,2.0,,1.0,15.0,,6.0
58504,2020,09,019751,133,23,04,220901,7.0,2.0,20200197511332304,3.0,1.0,3.0,1.0,2.0,,1.0,2.0,,
58505,2020,04,008875,035,11,01,200105,1.0,3.0,20200088750351101,1.0,,,1.0,2.0,,1.0,48.0,,6.0
58506,2020,04,007768,069,11,01,150136,8.0,1.0,20180077680691101,1.0,,,1.0,2.0,,1.0,70.0,,2.0
58507,2020,07,016412,032,11,03,081301,6.0,5.0,20200164120321103,3.0,,,1.0,2.0,,1.0,24.0,,6.0
58508,2020,11,017487,060,11,03,131201,1.0,4.0,20200174870601103,5.0,1.0,3.0,1.0,2.0,,2.0,8.0,,
58509,2020,10,007872,096,11,02,150140,8.0,1.0,20200078720961102,2.0,1.0,2.0,1.0,2.0,,2.0,44.0,,1.0
58510,2020,11,006570,175,11,01,100702,5.0,7.0,20180065701751101,1.0,1.0,1.0,1.0,2.0,,1.0,38.0,,1.0
58513,2020,02,009061,072,11,03,210210,6.0,7.0,20200090610721103,3.0,0.0,1.0,2.0,,2.0,1.0,24.0,,6.0
58515,2020,02,007960,102,11,02,150143,8.0,1.0,20170079601021102,2.0,1.0,2.0,1.0,2.0,,2.0,39.0,,1.0
58518,2020,09,007560,047,11,05,150110,8.0,1.0,20200075600471105,6.0,1.0,6.0,2.0,,1.0,2.0,83.0,,3.0
58520,2020,11,015812,086,11,03,050116,5.0,2.0,20200158120861103,3.0,2.0,1.0,1.0,2.0,,1.0,24.0,,1.0
58522,2020,09,019319,086,11,09,200601,1.0,2.0,20200193190861109,4.0,3.0,2.0,1.0,2.0,,1.0,16.0,,1.0
58523,2020,12,011413,043,11,01,150704,5.0,6.0,20200114130431101,1.0,0.0,1.0,1.0,2.0,,1.0,55.0,,6.0
58524,2020,10,005084,035,11,06,010205,7.0,7.0,20200050840351106,5.0,0.0,1.0,1.0,2.0,,1.0,11.0,,
58528,2020,08,006440,018,11,03,090207,5.0,7.0,20200064400181103,3.0,,,1.0,2.0,,1.0,28.0,,6.0
58529,2020,03,008070,014,11,01,150601,2.0,3.0,20200080700141101,1.0,1.0,1.0,1.0,2.0,,1.0,42.0,,2.0
58530,2020,03,005253,128,11,03,020105,5.0,3.0,20200052531281103,3.0,1.0,3.0,1.0,2.0,,2.0,16.0,,6.0
58531,2020,09,018380,015,11,01,150507,2.0,2.0,20200183800151101,1.0,,,1.0,2.0,,1.0,65.0,,5.0
58533,2020,01,009740,076,11,01,250303,7.0,7.0,20200097400761101,1.0,0.0,1.0,1.0,2.0,,2.0,70.0,,3.0
58536,2020,09,005594,039,11,03,040201,3.0,4.0,20200055940391103,3.0,,,1.0,2.0,,1.0,37.0,,6.0
58537,2020,07,010178,006,11,04,130205,1.0,4.0,20180101780061104,3.0,,,1.0,2.0,,1.0,4.0,,
58538,2020,12,008733,007,11,02,190307,7.0,8.0,20180087330071102,2.0,1.0,2.0,1.0,2.0,,2.0,76.0,,2.0
58539,2020,07,008549,022,11,03,180301,3.0,3.0,20160085490221103,3.0,,,1.0,2.0,,1.0,20.0,,6.0
58540,2020,03,007055,099,11,02,120133,5.0,7.0,20200070550991102,2.0,1.0,2.0,1.0,2.0,,2.0,47.0,,2.0
58541,2020,09,005819,045,11,01,051007,5.0,6.0,20200058190451101,1.0,,,1.0,2.0,,1.0,54.0,,2.0
58542,2020,10,005912,025,11,03,060902,7.0,7.0,20200059120251103,3.0,1.0,3.0,1.0,2.0,,2.0,11.0,,
58545,2020,07,019555,037,11,04,210112,6.0,7.0,20200195550371104,4.0,,,1.0,2.0,,1.0,44.0,,1.0
58549,2020,06,007426,022,11,03,140117,1.0,5.0,20180074260221103,3.0,,,1.0,2.0,,2.0,26.0,,1.0
58551,2020,02,008900,007,11,05,200805,1.0,5.0,20180089000071105,3.0,1.0,3.0,1.0,2.0,,2.0,2.0,,
58557,2020,08,017881,003,11,01,150132,8.0,1.0,20200178810031101,1.0,,,1.0,2.0,,1.0,27.0,,1.0
58560,2020,11,006897,039,11,02,120114,5.0,2.0,20170068970391103,3.0,1.0,3.0,1.0,2.0,,2.0,16.0,,6.0
58561,2020,09,018565,086,11,07,160108,7.0,2.0,20200185650861107,5.0,0.0,1.0,1.0,2.0,,2.0,13.0,,6.0
58562,2020,04,007398,046,11,04,140103,1.0,5.0,20200073980461104,3.0,,,1.0,2.0,,2.0,23.0,,6.0
58563,2020,01,008332,002,11,08,160102,7.0,6.0,20180083320021106,0.0,,,,,,,,,
58564,2020,12,009492,069,11,07,240101,1.0,3.0,20200094920691107,6.0,0.0,1.0,1.0,2.0,,2.0,86.0,,5.0
58566,2020,03,010173,007,11,01,130101,1.0,1.0,20200101730071101,1.0,1.0,1.0,1.0,2.0,,1.0,53.0,,2.0
58567,2020,06,019347,124,11,08,200401,1.0,3.0,20200193471241108,3.0,,,1.0,2.0,,1.0,22.0,,1.0
58571,2020,12,017812,085,11,03,150110,8.0,1.0,20200178120851103,3.0,1.0,3.0,1.0,2.0,,2.0,17.0,,6.0
58574,2020,10,008122,032,11,05,150204,2.0,7.0,20160081220321105,3.0,1.0,3.0,1.0,2.0,,2.0,5.0,,
58575,2020,10,005697,151,11,05,050101,5.0,2.0,20180056971511106,3.0,2.0,1.0,1.0,2.0,,2.0,25.0,,5.0
58580,2020,03,005277,011,11,01,021001,5.0,5.0,20200052770111101,1.0,,,1.0,2.0,,1.0,62.0,,2.0
58581,2020,06,007461,109,11,03,140308,1.0,8.0,20200074611091103,3.0,,,1.0,2.0,,1.0,15.0,,6.0
58583,2020,05,007945,019,11,08,150143,8.0,1.0,20200079450191108,5.0,,,1.0,2.0,,2.0,14.0,,6.0
58586,2020,04,016573,538,11,02,090705,5.0,7.0,20200165735381102,2.0,,,1.0,2.0,,2.0,58.0,,2.0
58588,2020,09,007354,003,11,01,140106,1.0,2.0,20180073540031101,1.0,0.0,1.0,1.0,2.0,,2.0,68.0,,5.0
58591,2020,02,009273,030,11,03,220201,7.0,5.0,20200092730301103,3.0,1.0,3.0,1.0,2.0,,1.0,18.0,,6.0
58592,2020,04,009511,084,11,04,240101,1.0,3.0,20190095110841104,3.0,,,1.0,2.0,,1.0,17.0,,6.0
58594,2020,05,018698,010,11,03,160206,7.0,5.0,20200186980101103,3.0,,,1.0,2.0,,1.0,18.0,,6.0
58595,2020,11,019332,113,22,03,200605,1.0,4.0,20200193321132203,3.0,1.0,3.0,1.0,2.0,,1.0,3.0,,
58598,2020,02,008700,170,11,05,190206,5.0,7.0,20200087001701105,3.0,1.0,3.0,1.0,2.0,,1.0,5.0,,
58600,2020,04,017398,138,11,05,130101,1.0,1.0,20200173981381105,3.0,,,1.0,2.0,,1.0,28.0,,6.0
58604,2020,08,008241,108,11,03,160113,7.0,2.0,20180082411081103,3.0,,,1.0,2.0,,2.0,26.0,,6.0
58605,2020,04,005215,062,11,01,021808,2.0,5.0,20180052150621101,1.0,,,1.0,2.0,,1.0,64.0,,1.0
58607,2020,06,006616,082,11,03,101105,5.0,7.0,20200066160821103,3.0,,,1.0,2.0,,1.0,51.0,,5.0
58608,2020,07,005469,043,11,03,030504,6.0,7.0,20190054690431103,3.0,,,1.0,2.0,,1.0,3.0,,
58609,2020,07,015097,039,11,04,010120,4.0,8.0,20200150970391104,3.0,,,1.0,2.0,,2.0,5.0,,
58614,2020,05,008801,016,11,01,200104,1.0,2.0,20170088010161101,1.0,,,1.0,2.0,,2.0,61.0,,5.0
58616,2020,08,007762,129,11,01,150136,8.0,1.0,20200077621291101,1.0,,,1.0,2.0,,1.0,57.0,,2.0
58619,2020,06,016486,157,11,01,080702,6.0,7.0,20200164861571101,1.0,,,1.0,2.0,,1.0,39.0,,2.0
58621,2020,12,015858,165,11,03,050408,7.0,5.0,20200158581651103,3.0,1.0,3.0,1.0,2.0,,1.0,26.0,,6.0
58622,2020,08,009907,113,11,01,250301,7.0,5.0,20200099071131101,1.0,,,1.0,2.0,,2.0,44.0,,1.0
58627,2020,04,019624,195,11,03,220101,7.0,3.0,20200196241951103,3.0,,,1.0,2.0,,2.0,15.0,,6.0
58630,2020,11,010185,097,11,04,130614,4.0,7.0,20200101850971104,3.0,0.0,1.0,2.0,,2.0,1.0,27.0,,6.0
58631,2020,05,018981,155,11,04,180301,3.0,3.0,20200189811551104,3.0,,,1.0,2.0,,2.0,15.0,,6.0
58632,2020,08,019800,339,11,01,220202,7.0,7.0,20200198003391101,1.0,,,1.0,2.0,,1.0,33.0,,2.0
58635,2020,04,009005,115,11,03,211101,6.0,2.0,20190090051151103,3.0,,,1.0,2.0,,2.0,10.0,,
58636,2020,12,016849,109,22,01,110101,2.0,2.0,20200168491092201,1.0,1.0,1.0,1.0,2.0,,2.0,53.0,,1.0
58637,2020,07,017246,045,11,03,120422,5.0,6.0,20200172460451103,3.0,,,1.0,2.0,,1.0,17.0,,6.0
58639,2020,10,019685,039,11,03,220504,7.0,5.0,20200196850391103,3.0,2.0,2.0,1.0,2.0,,2.0,25.0,,1.0
58641,2020,07,011377,444,11,04,100605,7.0,7.0,20200113774441104,11.0,,,1.0,2.0,,2.0,21.0,,6.0
58647,2020,04,015082,004,11,05,010521,4.0,8.0,20200150820041105,3.0,,,1.0,2.0,,2.0,6.0,,
58650,2020,07,019331,045,11,05,200703,1.0,5.0,20200193310451105,6.0,,,1.0,2.0,,2.0,77.0,,3.0
58652,2020,03,009972,025,11,01,200703,1.0,8.0,20200099720251101,1.0,0.0,1.0,1.0,2.0,,1.0,61.0,,5.0
58653,2020,03,007860,067,11,01,150141,8.0,1.0,20200078600671101,1.0,0.0,1.0,1.0,2.0,,1.0,36.0,,6.0
58654,2020,09,019442,035,11,02,210101,6.0,2.0,20200194420351102,2.0,,,1.0,2.0,,2.0,51.0,,1.0
58655,2020,01,005986,010,11,02,060505,1.0,8.0,20200059860101102,3.0,1.0,3.0,1.0,2.0,,1.0,16.0,,6.0
58656,2020,01,009306,099,11,12,220708,7.0,7.0,20200093060991112,7.0,0.0,1.0,2.0,,2.0,2.0,5.0,,
58658,2020,12,009492,002,11,01,240101,1.0,3.0,20200094920021101,1.0,0.0,1.0,1.0,2.0,,2.0,61.0,,5.0
58660,2020,09,015332,165,11,05,020202,5.0,7.0,20200153321651105,3.0,,,1.0,2.0,,2.0,21.0,,5.0
58662,2020,06,006820,037,11,01,110109,2.0,5.0,20190068200371101,1.0,,,1.0,2.0,,1.0,40.0,,1.0
58669,2020,09,018718,070,11,04,160706,7.0,6.0,20200187180701104,3.0,1.0,3.0,1.0,2.0,,2.0,17.0,,6.0
58670,2020,04,010301,054,11,03,190111,5.0,5.0,20170103010541104,3.0,,,1.0,2.0,,1.0,12.0,,6.0
58672,2020,09,018815,027,11,04,170101,7.0,3.0,20200188150271104,3.0,,,1.0,2.0,,2.0,14.0,,6.0
58675,2020,05,010179,064,11,02,130208,1.0,4.0,20190101790641102,2.0,,,1.0,1.0,,2.0,49.0,,2.0
58676,2020,09,006368,001,11,01,090101,5.0,4.0,20200063680011101,1.0,,,1.0,2.0,,1.0,31.0,,6.0
58678,2020,05,005543,002,11,05,040112,6.0,1.0,20200055430021105,3.0,,,1.0,2.0,,2.0,11.0,,
58680,2020,08,016564,095,11,03,090705,5.0,7.0,20200165640951103,3.0,,,1.0,2.0,,1.0,17.0,,6.0
58682,2020,07,015269,201,11,05,020804,2.0,7.0,20200152692011105,3.0,,,2.0,,2.0,2.0,50.0,,1.0
58685,2020,03,008365,072,11,05,160604,7.0,7.0,20170083650721104,3.0,,,1.0,2.0,,2.0,11.0,,
58690,2020,09,007199,046,11,06,130104,1.0,4.0,20200071990461106,3.0,,,1.0,2.0,,2.0,4.0,,
58692,2020,11,018697,131,11,10,160501,7.0,4.0,20200186971311110,6.0,0.0,1.0,1.0,2.0,,1.0,83.0,,3.0
58698,2020,11,016054,066,11,02,060410,4.0,7.0,20200160540661102,2.0,1.0,2.0,1.0,2.0,,2.0,41.0,,1.0
58700,2020,07,005914,026,11,01,060906,7.0,7.0,20200059140261101,1.0,,,1.0,2.0,,1.0,42.0,,3.0
58701,2020,02,007146,101,11,02,130102,1.0,1.0,20180071461011102,2.0,1.0,2.0,1.0,2.0,,2.0,21.0,,1.0
58702,2020,04,017840,125,11,01,150116,8.0,1.0,20200178401251101,1.0,,,1.0,2.0,,2.0,21.0,,6.0
58711,2020,12,020242,156,11,05,250101,7.0,2.0,20200202421561105,5.0,2.0,3.0,1.0,2.0,,1.0,1.0,,
58714,2020,10,009225,017,12,03,220901,7.0,2.0,20170092250171103,3.0,2.0,1.0,1.0,2.0,,1.0,31.0,,1.0
58715,2020,01,008798,076,11,02,200104,1.0,2.0,20200087980761102,2.0,1.0,2.0,1.0,2.0,,2.0,40.0,,2.0
58718,2020,07,008164,056,11,02,151020,5.0,6.0,20190081640561102,2.0,,,1.0,2.0,,2.0,53.0,,1.0
58719,2020,07,016443,015,11,01,080701,6.0,8.0,20200164430151101,1.0,,,1.0,2.0,,1.0,54.0,,2.0
58720,2020,04,008792,105,11,03,200104,1.0,2.0,20190087921051103,3.0,,,1.0,2.0,,1.0,17.0,,6.0
58723,2020,01,010010,054,11,02,021809,2.0,2.0,20200100100541102,7.0,0.0,1.0,1.0,2.0,,1.0,27.0,,6.0
58725,2020,04,010137,043,11,01,120401,5.0,5.0,20200101370431101,1.0,,,1.0,2.0,,1.0,62.0,,2.0
58726,2020,12,016659,008,11,01,090707,5.0,7.0,20200166590081101,1.0,0.0,1.0,1.0,2.0,,1.0,50.0,,6.0
58729,2020,05,015327,055,11,04,020111,5.0,8.0,20200153270551104,3.0,,,1.0,2.0,,2.0,10.0,,
58733,2020,07,016864,026,11,01,110101,2.0,2.0,20200168640261101,1.0,,,1.0,2.0,,2.0,44.0,,5.0
58735,2020,01,005659,040,11,03,040408,6.0,7.0,20200056590401103,3.0,1.0,3.0,1.0,2.0,,1.0,36.0,,6.0
58737,2020,02,005402,101,11,03,030208,6.0,7.0,20200054021011103,3.0,1.0,3.0,1.0,2.0,,1.0,15.0,,6.0
58738,2020,03,008188,112,11,02,160108,7.0,2.0,20160081881121102,2.0,1.0,2.0,1.0,2.0,,2.0,55.0,,2.0
58740,2020,03,007860,104,11,02,150141,8.0,1.0,20200078601041102,2.0,1.0,2.0,1.0,2.0,,2.0,35.0,,2.0
58741,2020,07,018212,043,11,01,150125,8.0,1.0,20200182120431101,1.0,,,1.0,2.0,,1.0,30.0,,1.0
58744,2020,05,017835,021,11,04,150103,8.0,1.0,20200178350211104,3.0,,,1.0,2.0,,1.0,2.0,,
58746,2020,07,018833,078,11,08,170103,7.0,5.0,20200188330781108,5.0,,,1.0,2.0,,2.0,0.0,5.0,
58748,2020,11,009763,176,11,04,250201,7.0,7.0,20200097631761104,4.0,2.0,1.0,2.0,,2.0,1.0,20.0,,1.0
58749,2020,01,008259,077,11,07,160301,7.0,5.0,20200082590771107,3.0,1.0,3.0,1.0,2.0,,2.0,3.0,,
58752,2020,06,007637,149,11,05,150132,8.0,1.0,20200076371491105,5.0,,,1.0,2.0,,1.0,4.0,,
58753,2020,08,017033,006,11,05,110305,2.0,4.0,20200170330061105,7.0,,,1.0,2.0,,2.0,90.0,,3.0
58755,2020,06,006911,021,11,03,120101,5.0,2.0,20200069110211103,3.0,,,1.0,2.0,,2.0,8.0,,
58758,2020,02,010269,119,11,03,160108,7.0,2.0,20190102691191103,5.0,1.0,3.0,1.0,2.0,,1.0,11.0,,
58760,2020,02,005257,055,11,02,020101,5.0,3.0,20200052570551102,2.0,1.0,2.0,1.0,2.0,,2.0,79.0,,2.0
58761,2020,09,015989,001,11,04,060601,4.0,4.0,20200159890011104,7.0,,,1.0,2.0,,1.0,33.0,,6.0
58766,2020,09,015334,083,11,01,021906,5.0,6.0,20200153340831101,1.0,,,1.0,2.0,,1.0,33.0,,1.0
58767,2020,04,008705,194,11,02,190108,5.0,7.0,20160087051941102,2.0,,,1.0,2.0,,2.0,48.0,,2.0
58768,2020,12,016344,058,11,02,080105,6.0,2.0,20200163440581102,3.0,1.0,3.0,1.0,2.0,,1.0,31.0,,6.0
58770,2020,05,015064,001,11,03,010307,7.0,5.0,20200150640011103,6.0,,,1.0,2.0,,1.0,86.0,,5.0
58771,2020,04,016760,029,11,02,100202,5.0,6.0,20200167600291102,2.0,,,1.0,2.0,,2.0,34.0,,1.0
58772,2020,11,005861,001,11,03,060101,4.0,2.0,20200058610011103,3.0,1.0,3.0,1.0,2.0,,2.0,23.0,,6.0
58774,2020,06,016482,053,11,02,080807,6.0,8.0,20200164820531102,2.0,,,1.0,2.0,,2.0,37.0,,2.0
58777,2020,07,019712,136,11,04,220301,7.0,7.0,20200197121361104,3.0,,,2.0,,1.0,2.0,31.0,,1.0
