"year","MES","CONGLOME","VIVIENDA","HOGAR","CODPERSO","UBIGEO","DOMINIO","ESTRATO","P201P","P203","P203A","P203B","P204","P205","P206","P207","P208A","P208B","P209"
"2020","10","009375","007","11","06","230110",3,2,"20190093750071106",5,2,3,1,2,NA,1,4,NA,NA
"2020","10","009375","007","11","08","230110",3,2,"20180093750071105",5,0,1,1,2,NA,1,6,NA,NA
"2020","10","009375","076","11","07","230110",3,2,"20170093750761108",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","10","009375","090","11","04","230110",3,2,"20170093750901104",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","03","009378","001","11","02","230110",3,2,"20200093780011102",2,1,2,1,2,NA,2,60,NA,2
"2020","03","009378","012","11","03","230110",3,2,"20200093780121103",3,1,3,1,2,NA,1,28,NA,6
"2020","03","009378","023","11","01","230110",3,2,"20200093780231101",1,1,1,1,2,NA,1,55,NA,2
"2020","03","009378","023","11","07","230110",3,2,"20200093780231107",5,3,3,1,2,NA,1,3,NA,NA
"2020","03","009378","052","11","03","230110",3,2,"20200093780521103",3,1,3,1,2,NA,1,24,NA,6
"2020","03","009378","065","11","01","230110",3,2,"20200093780651101",1,1,1,1,2,NA,1,47,NA,2
"2020","03","009378","065","11","02","230110",3,2,"20200093780651102",2,1,2,1,2,NA,2,45,NA,2
"2020","03","009378","065","11","04","230110",3,2,"20200093780651104",3,1,3,1,2,NA,2,13,NA,6
"2020","07","009380","047","11","03","230110",3,2,"20180093800471103",3,NA,NA,1,2,NA,2,28,NA,6
"2020","07","009380","047","11","04","230110",3,2,"20180093800471104",3,NA,NA,1,2,NA,1,26,NA,6
"2020","07","009380","073","11","01","230110",3,2,"20180093800731101",1,NA,NA,1,2,NA,1,52,NA,2
"2020","07","009380","073","11","03","230110",3,2,"20200093800731103",3,NA,NA,1,2,NA,2,20,NA,6
"2020","07","009380","073","11","05","230110",3,2,"20190093800731104",3,NA,NA,1,2,NA,2,25,NA,6
"2020","07","009380","088","11","01","230110",3,2,"20180093800881101",1,NA,NA,1,2,NA,2,45,NA,5
"2020","07","009380","088","11","04","230110",3,2,"20180093800881104",4,NA,NA,1,2,NA,1,25,NA,1
"2020","10","009381","007","11","03","230110",3,2,"20190093810071103",3,1,3,1,2,NA,2,15,NA,6
"2020","10","009381","051","11","01","230110",3,2,"20200093810511101",1,1,1,1,2,NA,2,46,NA,5
"2020","10","009381","063","11","02","230110",3,2,"20190093810631103",3,1,3,1,2,NA,2,23,NA,6
"2020","10","009381","074","11","01","230110",3,2,"20190093810741101",1,0,1,1,2,NA,2,55,NA,5
"2020","12","009382","011","11","02","230110",3,2,"20200093820111102",2,1,2,1,2,NA,2,61,NA,2
"2020","12","009382","055","11","01","230110",3,2,"20180093820551101",1,1,1,1,2,NA,1,53,NA,2
"2020","12","009382","055","11","04","230110",3,2,"20160093820551104",3,1,3,1,1,NA,1,26,NA,6
"2020","12","009382","066","11","02","230110",3,2,"20160093820661102",2,1,2,1,2,NA,2,61,NA,2
"2020","12","009382","066","11","03","230110",3,2,"20160093820661103",3,1,3,1,2,NA,1,19,NA,6
"2020","12","009382","078","11","01","230110",3,2,"20160093820781101",1,1,1,1,2,NA,2,38,NA,2
"2020","12","009382","078","11","04","230110",3,2,"20160093820781104",3,1,3,1,2,NA,1,6,NA,NA
"2020","02","009383","002","11","02","230110",3,2,"20170093830021102",2,1,2,1,2,NA,2,63,NA,2
"2020","02","009383","002","11","04","230110",3,2,"20190093830021104",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","02","009383","014","11","01","230110",3,2,"20170093830141101",1,1,1,1,2,NA,2,63,NA,5
"2020","02","009383","014","11","03","230110",3,2,"20170093830141103",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","02","009383","014","11","07","230110",3,2,"20170093830141107",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","02","009383","038","11","01","230110",3,2,"20170093830381102",1,1,1,1,2,NA,2,29,NA,2
"2020","02","009383","038","11","03","230110",3,2,"20180093830381104",3,1,3,1,2,NA,1,2,NA,NA
"2020","02","009383","038","11","04","230110",3,2,"20170093830381101",6,0,1,1,2,NA,2,66,NA,5
"2020","02","009383","110","11","02","230110",3,2,"20170093831101102",2,1,2,1,2,NA,2,63,NA,2
"2020","03","009384","087","11","01","230110",3,2,"20180093840871101",1,1,1,1,2,NA,2,54,NA,5
"2020","03","009384","087","11","03","230110",3,2,"20190093840871103",3,1,3,1,2,NA,1,1,NA,NA
"2020","03","009384","126","11","01","230110",3,2,"20180093841261101",1,0,1,1,2,NA,2,51,NA,5
"2020","03","009384","126","11","02","230110",3,2,"20190093841261102",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","05","009385","084","11","03","230110",3,2,"20170093850841103",3,NA,NA,1,2,NA,2,20,NA,6
"2020","05","009385","084","11","06","230110",3,2,"20200093850841106",3,NA,NA,1,2,NA,2,23,NA,5
"2020","05","009385","100","11","02","230110",3,2,"20190093851001102",2,NA,NA,1,2,NA,1,53,NA,1
"2020","05","009386","045","11","01","230110",3,2,"20200093860451101",1,NA,NA,1,2,NA,2,38,NA,5
"2020","05","009386","057","11","01","230110",3,2,"20200093860571101",1,NA,NA,1,2,NA,2,38,NA,5
"2020","05","009386","057","11","02","230110",3,2,"20200093860571102",3,NA,NA,1,2,NA,1,10,NA,NA
"2020","05","009386","057","11","03","230110",3,2,"20200093860571103",3,NA,NA,1,2,NA,1,7,NA,NA
"2020","05","009386","081","11","04","230110",3,2,"20200093860811104",3,NA,NA,1,2,NA,2,14,NA,6
"2020","05","009386","081","11","05","230110",3,2,"20200093860811105",3,NA,NA,1,2,NA,1,9,NA,NA
"2020","08","009389","011","11","03","230110",3,2,"20160093890111103",3,NA,NA,1,2,NA,2,22,NA,6
"2020","08","009389","054","11","01","230110",3,2,"20170093890541101",1,NA,NA,1,2,NA,1,52,NA,1
"2020","08","009389","082","11","01","230110",3,2,"20160093890821101",1,NA,NA,1,2,NA,1,39,NA,6
"2020","08","009389","125","11","02","230110",3,2,"20160093891251102",3,NA,NA,1,2,NA,1,40,NA,6
"2020","08","009389","125","11","04","230110",3,2,"20170093891251105",5,NA,NA,1,1,NA,2,16,NA,6
"2020","06","009390","008","11","03","230110",3,2,"20190093900081103",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","06","009390","067","11","01","230110",3,2,"20180093900671101",1,NA,NA,1,2,NA,1,64,NA,2
"2020","06","009390","067","11","03","230110",3,2,"20180093900671103",3,NA,NA,1,2,NA,2,45,NA,6
"2020","06","009390","067","11","04","230110",3,2,"20180093900671104",5,NA,NA,1,2,NA,1,5,NA,NA
"2020","06","009390","096","11","01","230110",3,2,"20180093900961101",1,NA,NA,1,2,NA,1,59,NA,5
"2020","06","009390","096","11","04","230110",3,2,"20180093900961104",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","06","009390","125","11","04","230110",3,2,"20190093901251104",3,NA,NA,1,2,NA,2,17,NA,6
"2020","06","009390","140","11","01","230110",3,2,"20200093901401101",1,NA,NA,1,2,NA,1,37,NA,1
"2020","06","009390","140","11","02","230110",3,2,"20200093901401102",2,NA,NA,1,2,NA,2,31,NA,1
"2020","06","009390","140","11","04","230110",3,2,"20200093901401104",3,NA,NA,1,2,NA,1,1,NA,NA
"2020","09","009391","019","11","02","230110",3,2,"20200093910191102",2,NA,NA,1,2,NA,2,51,NA,1
"2020","09","009391","023","11","02","230110",3,2,"20200093910231102",3,NA,NA,1,2,NA,1,32,NA,6
"2020","09","009391","032","11","04","230110",3,2,"20200093910321104",3,NA,NA,1,2,NA,1,25,NA,6
"2020","09","009391","032","11","05","230110",3,2,"20200093910321105",4,NA,NA,1,2,NA,2,25,NA,1
"2020","09","009391","032","11","06","230110",3,2,"20200093910321106",5,NA,NA,1,2,NA,1,2,NA,NA
"2020","09","009391","040","11","01","230110",3,2,"20200093910401101",1,NA,NA,1,2,NA,1,52,NA,2
"2020","09","009391","040","11","02","230110",3,2,"20200093910401102",2,NA,NA,1,2,NA,2,50,NA,2
"2020","09","009391","040","11","03","230110",3,2,"20200093910401103",3,NA,NA,1,2,NA,2,18,NA,6
"2020","09","009391","040","11","05","230110",3,2,"20200093910401105",5,NA,NA,1,2,NA,2,11,NA,NA
"2020","09","009391","040","11","06","230110",3,2,"20200093910401106",5,NA,NA,1,2,NA,1,7,NA,NA
"2020","09","009391","052","11","02","230110",3,2,"20200093910521102",2,NA,NA,1,2,NA,2,57,NA,2
"2020","09","009391","073","11","01","230110",3,2,"20200093910731101",1,NA,NA,1,2,NA,2,50,NA,5
"2020","02","009392","005","11","02","230110",3,2,"20200093920051102",2,1,2,1,2,NA,2,47,NA,2
"2020","02","009392","018","11","01","230110",3,2,"20200093920181101",1,1,1,1,2,NA,1,55,NA,2
"2020","02","009392","061","11","02","230110",3,2,"20200093920611102",3,1,3,1,2,NA,1,13,NA,6
"2020","02","009392","076","11","04","230110",3,2,"20200093920761104",3,1,3,1,2,NA,2,8,NA,NA
"2020","05","009393","014","11","05","230110",3,2,"20200093930141105",3,NA,NA,1,2,NA,1,7,NA,NA
"2020","05","009393","053","11","01","230110",3,2,"20200093930531101",1,NA,NA,1,2,NA,1,48,NA,1
"2020","05","009393","053","11","03","230110",3,2,"20200093930531103",3,NA,NA,1,2,NA,1,10,NA,NA
"2020","05","009393","081","11","02","230110",3,2,"20200093930811102",2,NA,NA,1,2,NA,2,49,NA,2
"2020","05","009393","081","11","03","230110",3,2,"20200093930811103",3,NA,NA,1,2,NA,2,22,NA,6
"2020","05","009393","081","11","04","230110",3,2,"20200093930811104",3,NA,NA,1,2,NA,2,20,NA,6
"2020","05","009393","107","11","02","230110",3,2,"20200093931071102",6,NA,NA,1,2,NA,2,73,NA,3
"2020","11","009397","007","11","02","230110",3,2,"20160093970071102",3,1,1,1,2,NA,2,28,NA,5
"2020","11","009397","007","11","03","230110",3,2,"20160093970071103",5,1,3,1,2,NA,1,7,NA,NA
"2020","11","009397","029","11","05","230110",3,2,"20160093970291105",3,1,3,1,2,NA,1,22,NA,6
"2020","11","009397","029","11","07","230110",3,2,"20160093970291108",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","11","009397","041","11","02","230110",3,2,"20160093970411102",3,1,3,1,1,NA,1,31,NA,6
"2020","11","009397","075","11","03","230110",3,2,"20160093970751103",3,1,3,1,2,NA,2,26,NA,6
"2020","02","009398","018","11","02","230110",3,2,"20200093980181102",2,1,2,1,2,NA,1,50,NA,1
"2020","02","009398","044","11","02","230110",3,2,"20200093980441102",2,1,2,1,1,NA,2,30,NA,2
"2020","02","009398","044","11","04","230110",3,2,"20200093980441104",3,1,3,1,1,NA,1,9,NA,NA
"2020","02","009398","057","11","01","230110",3,2,"20200093980571101",1,1,1,1,2,NA,1,40,NA,1
"2020","02","009398","057","11","02","230110",3,2,"20200093980571102",2,1,2,1,2,NA,2,40,NA,1
"2020","02","009398","057","11","04","230110",3,2,"20200093980571104",3,1,3,1,2,NA,1,13,NA,6
"2020","02","009398","084","11","02","230110",3,2,"20200093980841102",3,1,1,1,2,NA,2,20,NA,1
"2020","02","009398","084","11","03","230110",3,2,"20200093980841103",4,1,2,1,2,NA,1,22,NA,1
"2020","02","009398","096","11","04","230110",3,2,"20200093980961104",3,1,3,1,2,NA,1,1,NA,NA
"2020","06","009399","119","11","03","230110",3,2,"20160093991191103",7,NA,NA,1,2,NA,1,17,NA,6
"2020","06","009399","242","11","01","230110",3,2,"20160093992421101",1,NA,NA,1,2,NA,1,48,NA,2
"2020","06","009399","242","11","04","230110",3,2,"20160093992421104",3,NA,NA,1,2,NA,1,7,NA,NA
"2020","01","009400","021","11","02","230110",3,2,"20170094000211101",2,1,2,1,2,NA,1,46,NA,2
"2020","01","009400","041","11","01","230110",3,2,"20170094000411101",1,1,1,1,2,NA,1,54,NA,5
"2020","01","009400","070","11","01","230110",3,2,"20170094000701101",1,1,1,1,2,NA,1,47,NA,1
"2020","01","009400","079","11","04","230110",3,2,"20180094000791105",3,1,3,1,2,NA,2,16,NA,6
"2020","01","009400","079","11","07","230110",3,2,"20180094000791108",3,1,3,1,2,NA,2,5,NA,NA
"2020","02","009401","006","11","01","230110",3,2,"20180094010061101",1,1,1,1,1,NA,2,44,NA,6
"2020","02","009401","067","11","01","230110",3,2,"20180094010671201",1,1,1,1,2,NA,1,62,NA,2
"2020","02","009401","067","11","04","230110",3,2,"20200094010671104",4,0,1,1,2,NA,2,23,NA,5
"2020","11","009402","009","11","02","230110",3,2,"20190094020091102",2,1,2,1,2,NA,2,40,NA,1
"2020","11","009402","083","11","02","230110",3,2,"20190094020831102",2,1,2,1,2,NA,2,35,NA,1
"2020","11","009402","093","11","03","230110",3,2,"20190094020931103",3,1,3,1,2,NA,1,12,NA,6
"2020","02","009403","014","11","03","230110",3,2,"20200094030141103",3,1,3,1,2,NA,1,17,NA,6
"2020","02","009403","040","11","02","230110",3,2,"20200094030401102",3,1,3,1,2,NA,2,20,NA,6
"2020","02","009403","053","11","02","230110",3,2,"20200094030531102",3,1,3,1,2,NA,1,40,NA,6
"2020","12","009404","037","11","02","230110",3,2,"20200094040371102",2,1,2,1,2,NA,2,44,NA,2
"2020","12","009404","037","11","04","230110",3,2,"20200094040371104",3,1,3,1,2,NA,2,21,NA,6
"2020","12","009404","085","11","01","230110",3,2,"20200094040851101",1,1,1,1,2,NA,1,59,NA,2
"2020","12","009404","085","11","02","230110",3,2,"20200094040851102",2,1,2,1,2,NA,2,54,NA,2
"2020","12","009404","085","11","05","230110",3,2,"20200094040851105",3,1,3,1,2,NA,1,22,NA,6
"2020","12","009404","085","11","06","230110",3,2,"20200094040851106",3,1,3,1,2,NA,2,15,NA,6
"2020","12","009404","096","11","01","230110",3,2,"20200094040961101",1,1,1,1,2,NA,2,50,NA,2
"2020","12","009404","096","11","02","230110",3,2,"20200094040961102",2,1,2,1,2,NA,1,54,NA,2
"2020","12","009404","096","11","03","230110",3,2,"20200094040961103",3,1,3,1,2,NA,2,24,NA,6
"2020","12","009404","097","11","01","230110",3,2,"20200094040971101",1,1,1,1,2,NA,2,52,NA,5
"2020","01","009405","003","11","03","230110",3,2,"20200094050031103",3,1,3,1,2,NA,2,22,NA,6
"2020","01","009405","003","11","04","230110",3,2,"20200094050031104",3,1,3,1,2,NA,2,9,NA,NA
"2020","01","009405","023","11","01","230110",3,2,"20200094050231101",1,1,1,1,2,NA,1,48,NA,1
"2020","01","009405","036","11","02","230110",3,2,"20200094050361102",2,1,2,1,2,NA,2,60,NA,2
"2020","07","009406","008","11","02","230110",3,2,"20200094060081102",2,NA,NA,1,2,NA,2,31,NA,1
"2020","07","009406","008","11","03","230110",3,2,"20200094060081103",3,NA,NA,1,2,NA,2,11,NA,NA
"2020","07","009406","008","11","05","230110",3,2,"20200094060081105",3,NA,NA,1,2,NA,1,1,NA,NA
"2020","07","009406","060","11","01","230110",3,2,"20200094060601101",1,NA,NA,1,2,NA,2,45,NA,5
"2020","07","009406","060","11","02","230110",3,2,"20200094060601102",3,NA,NA,1,2,NA,2,24,NA,6
"2020","07","009406","067","11","02","230110",3,2,"20200094060671102",2,NA,NA,1,2,NA,2,32,NA,1
"2020","07","009406","067","11","04","230110",3,2,"20200094060671104",3,NA,NA,1,2,NA,1,7,NA,NA
"2020","07","009406","075","11","03","230110",3,2,"20200094060751103",3,NA,NA,1,2,NA,1,18,NA,6
"2020","07","009406","075","11","04","230110",3,2,"20200094060751104",3,NA,NA,1,2,NA,2,5,NA,NA
"2020","07","009406","112","11","04","230110",3,2,"20200094061121104",3,NA,NA,1,2,NA,2,2,NA,NA
"2020","03","009411","054","11","01","230110",3,2,"20200094110541101",1,0,1,1,2,NA,2,62,NA,5
"2020","03","009411","054","11","02","230110",3,2,"20200094110541102",3,0,1,2,NA,2,1,35,NA,1
"2020","03","009411","075","11","01","230110",3,2,"20200094110751101",1,1,1,1,2,NA,1,27,NA,1
"2020","03","009411","075","11","06","230110",3,2,"20200094110751106",3,1,3,1,1,NA,1,1,NA,NA
"2020","03","009411","120","11","04","230110",3,2,"20200094111201104",3,1,3,1,2,NA,2,2,NA,NA
"2020","03","009411","120","11","05","230110",3,2,"20200094111201105",11,2,1,1,2,NA,1,36,NA,2
"2020","03","009411","120","11","08","230110",3,2,"20200094111201108",7,2,7,1,2,NA,1,6,NA,NA
"2020","03","009411","120","11","09","230110",3,2,"20200094111201109",11,3,1,1,2,NA,2,38,NA,5
"2020","03","009411","120","11","11","230110",3,2,"20200094111201111",7,3,7,1,2,NA,2,5,NA,NA
"2020","01","009412","018","11","01","230302",6,5,"20200094120181101",1,1,1,1,2,NA,2,41,NA,5
"2020","01","009412","030","11","01","230302",6,5,"20200094120301101",1,1,1,1,2,NA,1,46,NA,2
"2020","02","009414","008","11","01","230302",6,5,"20200094140081101",1,1,1,1,2,NA,1,44,NA,2
"2020","02","009414","048","11","02","230302",6,5,"20200094140481102",2,1,2,1,2,NA,2,45,NA,2
"2020","02","009414","048","11","03","230302",6,5,"20200094140481103",3,2,1,1,2,NA,1,25,NA,5
"2020","02","009414","061","11","03","230302",6,5,"20200094140611103",3,1,3,1,2,NA,2,9,NA,NA
"2020","02","009414","088","11","03","230302",6,5,"20200094140881103",3,1,3,1,2,NA,2,14,NA,6
"2020","03","009416","004","11","01","230302",6,5,"20200094160041101",1,0,1,1,2,NA,1,27,NA,1
"2020","03","009416","023","11","01","230302",6,5,"20200094160231101",1,0,1,1,2,NA,1,34,NA,6
"2020","03","009416","041","11","01","230302",6,5,"20200094160411101",1,0,1,1,2,NA,1,25,NA,6
"2020","12","009417","066","11","01","230302",6,5,"20170094170661101",1,0,1,1,2,NA,1,34,NA,6
"2020","07","009419","030","11","01","230302",6,5,"20200094190301101",1,NA,NA,1,2,NA,1,36,NA,2
"2020","07","009419","030","11","03","230302",6,5,"20200094190301103",3,NA,NA,1,2,NA,2,12,NA,6
"2020","07","009419","034","11","02","230302",6,5,"20200094190341102",2,NA,NA,1,2,NA,2,55,NA,2
"2020","07","009419","065","11","01","230302",6,5,"20200094190651101",1,NA,NA,1,2,NA,1,40,NA,2
"2020","07","009419","093","11","01","230302",6,5,"20200094190931101",1,NA,NA,1,2,NA,1,41,NA,2
"2020","07","009419","093","11","02","230302",6,5,"20200094190931102",2,NA,NA,1,2,NA,2,39,NA,2
"2020","09","009420","104","11","03","230302",6,5,"20200094201041103",3,NA,NA,1,2,NA,2,25,NA,6
"2020","09","009420","109","11","02","230302",6,5,"20200094201091102",2,NA,NA,1,2,NA,2,41,NA,2
"2020","02","009421","002","11","03","230302",6,5,"20200094210021103",3,1,3,1,2,NA,2,22,NA,6
"2020","02","009421","016","11","01","230302",6,5,"20200094210161101",1,1,1,1,2,NA,1,35,NA,2
"2020","02","009421","016","11","02","230302",6,5,"20200094210161102",2,1,2,1,2,NA,2,36,NA,2
"2020","02","009421","024","11","03","230302",6,5,"20200094210241103",3,1,3,1,2,NA,2,8,NA,NA
"2020","02","009421","024","11","04","230302",6,5,"20200094210241104",3,1,3,1,2,NA,2,6,NA,NA
"2020","02","009421","036","11","01","230302",6,5,"20200094210361101",1,1,1,1,2,NA,1,36,NA,2
"2020","02","009421","056","11","01","230302",6,5,"20200094210561101",1,1,1,1,2,NA,1,31,NA,2
"2020","05","009425","045","11","01","230302",6,5,"20200094250451101",1,NA,NA,1,2,NA,1,58,NA,2
"2020","02","009427","013","11","03","230302",6,5,"20200094270131103",3,1,3,1,2,NA,2,21,NA,6
"2020","02","009427","020","11","02","230302",6,5,"20180094270201102",2,1,2,1,2,NA,2,39,NA,2
"2020","02","009427","020","11","03","230302",6,5,"20180094270201103",3,1,3,1,2,NA,2,12,NA,6
"2020","02","009427","046","11","03","230302",6,5,"20200094270461103",3,1,3,1,2,NA,1,3,NA,NA
"2020","06","009428","002","11","01","230401",6,5,"20200094280021101",1,NA,NA,1,2,NA,1,65,NA,2
"2020","06","009428","007","11","01","230401",6,5,"20200094280071101",1,NA,NA,1,2,NA,1,67,NA,5
"2020","06","009428","034","11","01","230401",6,5,"20200094280341101",1,NA,NA,1,2,NA,2,59,NA,3
"2020","06","009428","043","11","01","230401",6,5,"20200094280431101",1,NA,NA,1,2,NA,2,52,NA,5
"2020","06","009428","043","11","02","230401",6,5,"20200094280431102",6,NA,NA,1,2,NA,2,88,NA,3
"2020","06","009428","093","11","01","230401",6,5,"20200094280931101",1,NA,NA,1,2,NA,1,48,NA,1
"2020","06","009428","093","11","02","230401",6,5,"20200094280931102",2,NA,NA,1,2,NA,2,42,NA,1
"2020","08","009429","001","11","01","230401",6,5,"20200094290011101",1,NA,NA,1,2,NA,1,56,NA,2
"2020","08","009429","001","11","02","230401",6,5,"20200094290011102",2,NA,NA,1,2,NA,2,55,NA,2
"2020","08","009429","008","11","04","230401",6,5,"20200094290081104",3,NA,NA,1,2,NA,1,13,NA,6
"2020","08","009429","015","11","02","230401",6,5,"20200094290151102",2,NA,NA,1,2,NA,2,77,NA,2
"2020","08","009429","029","11","01","230401",6,5,"20200094290291101",1,NA,NA,1,2,NA,1,70,NA,2
"2020","08","009429","045","11","01","230401",6,5,"20200094290451101",1,NA,NA,1,2,NA,1,76,NA,1
"2020","10","009430","014","11","01","230401",6,5,"20200094300141101",1,1,1,1,2,NA,1,56,NA,1
"2020","10","009430","014","11","03","230401",6,5,"20200094300141103",10,0,1,1,2,NA,1,63,NA,6
"2020","10","009430","053","11","06","230401",6,5,"20200094300531106",6,0,1,1,2,NA,2,64,NA,2
"2020","10","009430","066","11","01","230401",6,5,"20200094300661101",1,1,1,1,2,NA,1,56,NA,1
"2020","10","009430","066","11","02","230401",6,5,"20200094300661102",2,1,2,1,2,NA,2,50,NA,1
"2020","10","009430","074","11","01","230401",6,5,"20200094300741101",1,1,1,1,2,NA,2,40,NA,5
"2020","10","009430","074","11","02","230401",6,5,"20200094300741102",3,1,3,1,2,NA,1,17,NA,6
"2020","04","009434","006","11","01","230401",6,5,"20160094340061101",1,NA,NA,1,2,NA,2,42,NA,5
"2020","04","009434","031","11","01","230401",6,5,"20160094340311101",1,NA,NA,1,2,NA,2,71,NA,5
"2020","04","009435","007","11","03","230303",3,6,"20200094350071103",3,NA,NA,1,2,NA,1,20,NA,6
"2020","04","009435","012","11","04","230303",3,6,"20200094350121104",3,NA,NA,1,2,NA,2,9,NA,NA
"2020","04","009435","019","11","01","230303",3,6,"20200094350191101",1,NA,NA,1,2,NA,1,41,NA,2
"2020","04","009435","019","11","04","230303",3,6,"20200094350191104",3,NA,NA,1,2,NA,2,9,NA,NA
"2020","04","009435","019","11","05","230303",3,6,"20200094350191105",3,NA,NA,1,2,NA,1,6,NA,NA
"2020","04","009435","030","11","01","230303",3,6,"20200094350301101",1,NA,NA,1,2,NA,1,49,NA,2
"2020","04","009435","044","11","04","230303",3,6,"20200094350441104",3,NA,NA,1,2,NA,2,9,NA,NA
"2020","04","009435","074","11","01","230303",3,6,"20200094350741101",1,NA,NA,1,2,NA,1,44,NA,2
"2020","04","009435","074","11","04","230303",3,6,"20200094350741104",3,NA,NA,1,2,NA,2,9,NA,NA
"2020","04","009435","074","11","05","230303",3,6,"20200094350741105",10,NA,NA,1,2,NA,2,17,NA,6
"2020","05","009436","007","11","02","230302",6,8,"20200094360071102",2,NA,NA,1,2,NA,2,58,NA,2
"2020","05","009436","008","11","01","230302",6,8,"20200094360081101",1,NA,NA,1,2,NA,1,76,NA,3
"2020","05","009436","008","11","02","230302",6,8,"20200094360081102",3,NA,NA,1,2,NA,1,48,NA,6
"2020","05","009436","009","11","03","230302",6,8,"20200094360091103",3,NA,NA,1,2,NA,2,12,NA,6
"2020","05","009436","048","11","01","230302",6,8,"20200094360481101",1,NA,NA,1,2,NA,2,61,NA,4
"2020","05","009436","067","11","01","230302",6,8,"20200094360671101",1,NA,NA,1,2,NA,2,39,NA,1
"2020","09","009437","036","11","01","230302",6,8,"20180094370361101",1,NA,NA,1,2,NA,1,48,NA,1
"2020","09","009437","036","11","03","230302",6,8,"20180094370361103",3,NA,NA,1,2,NA,1,12,NA,6
"2020","09","009437","099","11","01","230302",6,8,"20180094370991101",1,NA,NA,1,2,NA,1,66,NA,2
"2020","09","009437","102","11","01","230302",6,8,"20180094371021101",1,NA,NA,1,2,NA,2,58,NA,5
"2020","09","009437","127","11","01","230302",6,8,"20180094371271101",1,NA,NA,1,2,NA,2,68,NA,5
"2020","09","009440","057","11","01","230203",6,7,"20200094400571101",1,NA,NA,1,2,NA,1,72,NA,2
"2020","09","009440","057","11","02","230203",6,7,"20200094400571102",2,NA,NA,1,2,NA,2,66,NA,2
"2020","09","009440","066","11","01","230203",6,7,"20200094400661101",1,NA,NA,1,2,NA,1,69,NA,2
"2020","09","009440","069","11","01","230203",6,7,"20200094400691101",1,NA,NA,1,2,NA,1,48,NA,2
"2020","09","009440","081","11","01","230203",6,7,"20200094400811101",1,NA,NA,1,2,NA,1,59,NA,1
"2020","09","009440","081","11","03","230203",6,7,"20200094400811103",3,NA,NA,1,2,NA,1,31,NA,6
"2020","10","009441","027","11","01","230202",6,6,"20160094410271101",1,1,1,1,2,NA,1,66,NA,2
"2020","04","009442","071","11","01","230202",6,7,"20170094420711101",1,NA,NA,1,2,NA,2,64,NA,3
"2020","04","009442","171","11","01","230202",6,7,"20160094421711101",1,NA,NA,1,2,NA,1,44,NA,1
"2020","05","009443","005","11","02","230201",6,6,"20200094430051102",2,NA,NA,1,2,NA,2,77,NA,2
"2020","05","009443","042","11","02","230201",6,6,"20170094430421102",2,NA,NA,1,2,NA,2,56,NA,1
"2020","05","009443","042","11","03","230201",6,6,"20170094430421103",3,NA,NA,1,2,NA,2,19,NA,6
"2020","05","009443","042","11","04","230201",6,6,"20170094430421104",3,NA,NA,1,2,NA,1,17,NA,6
"2020","05","009443","067","11","01","230201",6,6,"20170094430671101",1,NA,NA,1,2,NA,2,75,NA,3
"2020","05","009443","082","11","01","230201",6,6,"20180094430821101",1,NA,NA,1,2,NA,1,43,NA,1
"2020","05","009443","119","11","02","230201",6,6,"20170094431191102",2,NA,NA,1,2,NA,2,48,NA,1
"2020","05","009443","143","11","01","230201",6,6,"20170094431431101",1,NA,NA,1,2,NA,2,58,NA,1
"2020","05","009443","143","11","02","230201",6,6,"20170094431431102",2,NA,NA,1,2,NA,1,64,NA,1
"2020","07","009444","043","11","03","230201",6,7,"20200094440431103",3,NA,NA,1,2,NA,2,6,NA,NA
"2020","07","009444","044","11","01","230201",6,7,"20200094440441101",1,NA,NA,1,2,NA,2,69,NA,3
"2020","07","009444","044","11","02","230201",6,7,"20200094440441102",5,NA,NA,1,2,NA,1,16,NA,6
"2020","07","009444","045","11","01","230201",6,7,"20200094440451101",1,NA,NA,1,2,NA,1,42,NA,1
"2020","07","009444","045","11","02","230201",6,7,"20200094440451102",2,NA,NA,1,2,NA,2,38,NA,1
"2020","07","009444","046","11","03","230201",6,7,"20200094440461103",3,NA,NA,1,2,NA,2,35,NA,6
"2020","07","009444","046","11","04","230201",6,7,"20200094440461104",3,NA,NA,1,2,NA,1,28,NA,6
"2020","07","009444","047","11","02","230201",6,7,"20200094440471102",2,NA,NA,1,2,NA,2,29,NA,1
"2020","07","009444","047","11","04","230201",6,7,"20200094440471104",3,NA,NA,1,2,NA,1,8,NA,NA
"2020","07","009444","106","11","01","230201",6,7,"20200094441061101",1,NA,NA,1,2,NA,1,90,NA,3
"2020","08","009445","016","11","02","230206",6,6,"20180094450161102",2,NA,NA,1,2,NA,1,40,NA,1
"2020","08","009445","016","11","03","230206",6,6,"20180094450161103",3,NA,NA,1,2,NA,2,18,NA,6
"2020","08","009445","016","11","04","230206",6,6,"20180094450161104",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
