,year,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209
70128,2019,01,007599,081,11,01,150128,8.0,1.0,20190075990811101,1.0,1.0,1.0,1.0,2.0,,1.0,84.0,,2.0
70129,2019,04,007512,037,11,03,150135,8.0,1.0,20190075120371103,3.0,1.0,3.0,1.0,2.0,,2.0,18.0,,6.0
70131,2019,11,010160,200,11,02,120699,7.0,7.0,20190101602001102,2.0,1.0,2.0,1.0,2.0,,2.0,32.0,,1.0
70132,2019,04,005133,009,11,04,010520,4.0,8.0,20190051330091104,5.0,0.0,1.0,1.0,2.0,,2.0,12.0,,6.0
70136,2019,05,009487,053,11,04,240101,1.0,3.0,20170094870531104,3.0,1.0,3.0,1.0,2.0,,2.0,13.0,,6.0
70138,2019,09,007192,113,11,02,130204,1.0,5.0,20190071921131102,3.0,1.0,3.0,1.0,2.0,,1.0,5.0,,
70139,2019,12,006692,090,11,02,110106,2.0,2.0,20190066920901102,2.0,1.0,2.0,1.0,2.0,,2.0,62.0,,2.0
70140,2019,01,005273,114,11,02,022001,5.0,5.0,20190052731141102,2.0,1.0,2.0,1.0,2.0,,2.0,42.0,,2.0
70142,2019,02,006853,071,11,02,110504,2.0,7.0,20190068530711102,2.0,1.0,2.0,1.0,2.0,,2.0,53.0,,2.0
70143,2019,01,007987,070,11,01,150201,2.0,3.0,20190079870701101,1.0,0.0,1.0,1.0,2.0,,1.0,30.0,,6.0
70149,2019,08,008310,058,11,05,160701,7.0,8.0,20190083100581105,3.0,1.0,3.0,1.0,2.0,,2.0,8.0,,
70152,2019,09,009637,038,11,04,250101,7.0,2.0,20170096370381104,3.0,1.0,3.0,1.0,2.0,,2.0,2.0,,
70154,2019,06,005749,050,11,02,050301,5.0,5.0,20180057490501102,2.0,1.0,2.0,1.0,2.0,,2.0,30.0,,2.0
70155,2019,12,007017,153,11,01,120302,7.0,8.0,20180070171531101,1.0,0.0,1.0,1.0,2.0,,1.0,38.0,,5.0
70157,2019,09,006021,085,11,05,060204,4.0,7.0,20190060210851105,3.0,2.0,1.0,1.0,1.0,,1.0,32.0,,1.0
70159,2019,04,008195,045,11,01,160101,7.0,2.0,20190081950451101,1.0,1.0,1.0,1.0,2.0,,1.0,36.0,,1.0
70161,2019,04,006472,005,11,06,090401,5.0,6.0,20190064720051106,3.0,1.0,3.0,1.0,2.0,,1.0,1.0,,
70162,2019,08,005546,028,11,04,040112,6.0,1.0,20150055460281104,6.0,0.0,1.0,1.0,2.0,,1.0,84.0,,3.0
70163,2019,08,007570,066,11,01,150110,8.0,1.0,20180075700661101,1.0,1.0,1.0,1.0,2.0,,1.0,84.0,,2.0
70164,2019,01,008608,066,11,01,180103,6.0,7.0,20170086080661101,1.0,1.0,1.0,1.0,2.0,,1.0,75.0,,2.0
70166,2019,07,005389,121,11,01,030605,6.0,7.0,20190053891211101,1.0,1.0,1.0,1.0,2.0,,1.0,64.0,,2.0
70168,2019,05,009802,076,11,04,070101,8.0,1.0,20190098020761104,3.0,1.0,3.0,1.0,2.0,,1.0,21.0,,6.0
70169,2019,11,010013,077,11,05,021509,5.0,5.0,20170100130771107,3.0,1.0,3.0,1.0,2.0,,2.0,11.0,,
70175,2019,08,008598,081,11,01,180204,6.0,7.0,20190085980811101,1.0,1.0,1.0,1.0,2.0,,1.0,76.0,,2.0
70177,2019,07,008921,120,11,03,200114,1.0,7.0,20180089211201103,3.0,1.0,3.0,1.0,2.0,,2.0,28.0,,6.0
70179,2019,01,008006,091,11,03,150801,2.0,2.0,20190080060911103,3.0,1.0,3.0,1.0,2.0,,1.0,19.0,,6.0
70184,2019,02,005024,003,11,07,010401,7.0,5.0,20150050240031105,3.0,1.0,3.0,1.0,1.0,,2.0,18.0,,6.0
70188,2019,12,009498,106,11,06,240101,1.0,3.0,20190094981061106,5.0,2.0,3.0,1.0,2.0,,2.0,0.0,8.0,
70189,2019,12,007509,075,11,01,150135,8.0,1.0,20160075090751101,1.0,0.0,1.0,1.0,2.0,,2.0,75.0,,3.0
70191,2019,12,009117,277,11,02,210403,6.0,7.0,20170091172771102,2.0,1.0,2.0,1.0,2.0,,2.0,42.0,,1.0
70193,2019,10,008467,093,11,05,170301,7.0,6.0,20190084670931105,11.0,0.0,1.0,1.0,2.0,,1.0,38.0,,5.0
70197,2019,11,010675,117,11,01,180101,3.0,3.0,20190106751171101,1.0,1.0,1.0,1.0,2.0,,1.0,31.0,,1.0
70198,2019,05,007345,090,11,02,140105,1.0,2.0,20160073450901302,2.0,1.0,2.0,1.0,2.0,,1.0,73.0,,2.0
70199,2019,09,009875,071,11,03,230102,3.0,2.0,20190098750711103,6.0,0.0,1.0,2.0,,2.0,1.0,87.0,,3.0
70201,2019,06,006672,091,11,03,110102,2.0,2.0,20160066720911104,3.0,1.0,3.0,1.0,2.0,,1.0,15.0,,6.0
70202,2019,04,008112,094,11,02,150512,2.0,5.0,20190081120941102,2.0,1.0,2.0,1.0,2.0,,2.0,24.0,,1.0
70206,2019,08,006482,091,11,01,090304,5.0,7.0,20190064820911101,1.0,0.0,1.0,1.0,2.0,,2.0,85.0,,3.0
70209,2019,09,008610,052,11,02,190113,5.0,3.0,20180086100521102,2.0,1.0,2.0,1.0,2.0,,2.0,50.0,,2.0
70210,2019,09,007099,055,11,01,130101,1.0,1.0,20190070990551101,1.0,1.0,1.0,1.0,2.0,,1.0,54.0,,3.0
70211,2019,08,007284,031,11,03,130504,4.0,7.0,20190072840311103,3.0,1.0,3.0,1.0,1.0,,2.0,18.0,,6.0
70213,2019,10,010614,043,11,01,130901,4.0,4.0,20170106140431101,1.0,1.0,1.0,1.0,2.0,,1.0,49.0,,2.0
70217,2019,11,005831,032,11,03,050611,5.0,8.0,20190058310321103,3.0,1.0,3.0,1.0,2.0,,1.0,3.0,,
70218,2019,09,009864,033,11,01,230301,3.0,6.0,20170098640331101,1.0,0.0,1.0,1.0,2.0,,2.0,69.0,,5.0
70220,2019,12,008920,034,11,03,200114,1.0,8.0,20190089200341103,4.0,1.0,2.0,1.0,2.0,,2.0,31.0,,2.0
70221,2019,05,009557,076,11,01,240301,1.0,5.0,20190095570761101,1.0,1.0,1.0,1.0,2.0,,1.0,34.0,,1.0
70222,2019,11,010801,033,11,07,230110,3.0,2.0,20190108010331107,5.0,2.0,3.0,1.0,2.0,,2.0,13.0,,6.0
70224,2019,03,006563,038,11,04,100801,5.0,5.0,20190065630381104,3.0,1.0,3.0,1.0,1.0,,1.0,12.0,,6.0
70225,2019,11,008384,021,11,04,170101,7.0,3.0,20180083840211105,5.0,2.0,3.0,1.0,2.0,,2.0,7.0,,
70227,2019,07,009983,017,11,02,250103,7.0,8.0,20190099830171102,2.0,1.0,2.0,1.0,2.0,,2.0,35.0,,1.0
70228,2019,06,006186,104,11,03,080104,6.0,2.0,20190061861041103,3.0,1.0,3.0,1.0,2.0,,1.0,16.0,,6.0
70231,2019,01,008505,060,11,01,180101,3.0,3.0,20190085050601101,1.0,1.0,1.0,1.0,2.0,,2.0,29.0,,6.0
70233,2019,08,010112,118,11,02,100503,5.0,8.0,20190101121181102,6.0,1.0,6.0,1.0,2.0,,2.0,66.0,,3.0
70234,2019,08,008782,018,11,04,200101,1.0,2.0,20190087820181104,3.0,1.0,3.0,1.0,2.0,,1.0,16.0,,6.0
70237,2019,07,005246,008,11,01,020105,5.0,3.0,20180052460081101,1.0,1.0,1.0,1.0,2.0,,1.0,54.0,,2.0
70244,2019,11,006641,048,11,01,100905,7.0,6.0,20190066410481101,1.0,1.0,1.0,1.0,2.0,,1.0,52.0,,3.0
70245,2019,05,008481,034,11,01,180101,3.0,3.0,20190084810341101,1.0,1.0,1.0,1.0,2.0,,2.0,49.0,,5.0
70246,2019,03,005958,077,11,01,060403,4.0,7.0,20190059580771101,1.0,1.0,1.0,1.0,2.0,,1.0,44.0,,1.0
70248,2019,12,006494,130,11,01,090613,5.0,7.0,20190064941301101,1.0,1.0,1.0,1.0,2.0,,1.0,49.0,,1.0
70249,2019,08,005562,004,22,01,040129,6.0,1.0,20190055620042201,1.0,1.0,1.0,1.0,2.0,,2.0,50.0,,5.0
70255,2019,12,006886,139,11,06,120114,5.0,2.0,20190068861391106,10.0,0.0,1.0,2.0,,2.0,2.0,33.0,,5.0
70258,2019,06,008355,062,11,07,160202,7.0,8.0,20190083550621107,3.0,1.0,3.0,1.0,2.0,,1.0,1.0,,
70259,2019,06,009900,109,11,01,170101,7.0,3.0,20190099001091101,1.0,1.0,1.0,1.0,2.0,,2.0,47.0,,5.0
70260,2019,07,005389,125,11,02,030605,6.0,7.0,20190053891251102,2.0,1.0,2.0,1.0,2.0,,2.0,53.0,,2.0
70261,2019,07,007740,032,11,05,150105,8.0,1.0,20190077400321105,6.0,0.0,1.0,2.0,,1.0,2.0,85.0,,3.0
70262,2019,10,005040,006,11,06,010701,7.0,4.0,20180050400061104,0.0,,,,,,,,,
70264,2019,08,008425,012,11,02,170103,7.0,5.0,20190084250121102,2.0,1.0,2.0,1.0,2.0,,2.0,32.0,,1.0
70269,2019,05,006031,133,11,06,070106,8.0,1.0,20190060311331106,3.0,2.0,1.0,1.0,2.0,,2.0,21.0,,5.0
70270,2019,05,008394,154,11,03,170101,7.0,3.0,20190083941541103,3.0,1.0,3.0,1.0,2.0,,2.0,23.0,,6.0
70277,2019,09,010077,099,11,04,061001,4.0,7.0,20190100770991104,3.0,1.0,3.0,1.0,2.0,,1.0,25.0,,6.0
70278,2019,09,007865,146,11,02,150141,8.0,1.0,20170078651461102,2.0,1.0,2.0,1.0,2.0,,2.0,57.0,,1.0
70279,2019,05,008333,122,11,05,160102,7.0,7.0,20190083331221105,7.0,2.0,3.0,1.0,2.0,,1.0,2.0,,
70280,2019,12,008812,041,11,04,200701,1.0,3.0,20180088120411104,3.0,1.0,3.0,1.0,2.0,,2.0,2.0,,
70281,2019,04,010638,031,11,04,150510,2.0,3.0,20170106380311101,0.0,,,,,,,,,
70282,2019,08,007452,138,11,01,140304,1.0,7.0,20150074521381101,1.0,1.0,1.0,1.0,2.0,,1.0,61.0,,2.0
70288,2019,09,007884,031,11,02,150140,8.0,1.0,20190078840311102,2.0,1.0,2.0,1.0,2.0,,2.0,59.0,,2.0
70289,2019,09,010691,085,11,01,180301,3.0,3.0,20190106910851101,1.0,1.0,1.0,1.0,2.0,,1.0,46.0,,2.0
70290,2019,01,007460,025,11,07,140308,1.0,7.0,20190074600251107,5.0,2.0,3.0,1.0,2.0,,2.0,5.0,,
70291,2019,04,007947,082,11,03,150143,8.0,1.0,20190079470821103,5.0,1.0,3.0,1.0,2.0,,1.0,9.0,,
70292,2019,04,006854,177,11,02,110504,2.0,7.0,20190068541771102,2.0,1.0,2.0,1.0,2.0,,2.0,71.0,,2.0
70293,2019,01,006395,050,11,01,090715,5.0,8.0,20160063950501101,1.0,1.0,1.0,1.0,2.0,,1.0,48.0,,2.0
70294,2019,07,007556,006,11,01,150117,8.0,1.0,20190075560061101,1.0,1.0,1.0,1.0,2.0,,1.0,75.0,,2.0
70296,2019,03,009811,087,11,05,240301,1.0,5.0,20150098110871105,3.0,1.0,3.0,1.0,2.0,,2.0,4.0,,
70297,2019,10,005630,061,11,01,040108,3.0,5.0,20190056300611101,1.0,1.0,1.0,1.0,2.0,,1.0,41.0,,1.0
70298,2019,12,010584,039,11,02,110205,2.0,5.0,20190105840391102,2.0,1.0,2.0,1.0,2.0,,2.0,44.0,,2.0
70299,2019,10,010181,028,11,01,130901,4.0,4.0,20190101810281101,1.0,1.0,1.0,1.0,2.0,,1.0,79.0,,2.0
70301,2019,10,009596,002,11,03,240104,1.0,7.0,20190095960021103,3.0,1.0,3.0,1.0,2.0,,1.0,20.0,,6.0
70304,2019,09,005964,100,11,03,060301,4.0,7.0,20190059641001103,3.0,2.0,1.0,1.0,2.0,,1.0,25.0,,1.0
70305,2019,04,005850,048,11,04,060108,4.0,2.0,20190058500481104,3.0,1.0,3.0,1.0,2.0,,2.0,12.0,,6.0
70306,2019,12,006238,004,11,01,080910,7.0,5.0,20190062380041101,1.0,1.0,1.0,1.0,2.0,,1.0,45.0,,1.0
70310,2019,07,005956,091,11,03,060419,4.0,7.0,20150059560911103,3.0,1.0,3.0,1.0,2.0,,2.0,14.0,,6.0
70312,2019,10,006373,085,11,06,090118,5.0,4.0,20170063730851106,3.0,1.0,3.0,1.0,2.0,,1.0,15.0,,6.0
70313,2019,09,008462,099,11,02,170303,7.0,6.0,20190084620991102,2.0,1.0,2.0,1.0,2.0,,2.0,31.0,,1.0
70314,2019,01,005984,027,11,01,061106,1.0,7.0,20190059840271101,1.0,0.0,1.0,1.0,2.0,,2.0,81.0,,3.0
70319,2019,03,005899,090,11,03,060701,4.0,5.0,20190058990901103,3.0,1.0,3.0,1.0,2.0,,2.0,13.0,,6.0
70320,2019,01,009405,005,11,02,230110,3.0,2.0,20190094050051102,2.0,1.0,2.0,1.0,2.0,,2.0,38.0,,1.0
70322,2019,09,005314,080,11,03,020601,5.0,7.0,20190053140801103,5.0,0.0,1.0,2.0,,1.0,2.0,17.0,,6.0
70330,2019,04,005645,024,11,01,040311,3.0,6.0,20190056450241101,1.0,1.0,1.0,1.0,2.0,,1.0,56.0,,1.0
70332,2019,02,006865,106,11,06,110107,2.0,6.0,20190068651061106,3.0,1.0,3.0,1.0,2.0,,1.0,7.0,,
70333,2019,11,008717,054,22,04,190305,7.0,7.0,20190087170542204,3.0,1.0,3.0,1.0,2.0,,1.0,2.0,,
70334,2019,01,006712,030,11,02,110101,2.0,2.0,20190067120301102,3.0,1.0,3.0,1.0,2.0,,2.0,29.0,,6.0
70338,2019,08,008848,113,11,05,200601,1.0,2.0,20190088481131105,5.0,0.0,1.0,1.0,2.0,,1.0,5.0,,
70339,2019,03,011305,116,11,06,140308,1.0,7.0,20190113051161106,3.0,2.0,1.0,1.0,2.0,,2.0,36.0,,5.0
70340,2019,01,007149,022,11,04,130102,1.0,1.0,20190071490221104,3.0,1.0,3.0,1.0,2.0,,1.0,5.0,,
70344,2019,12,006561,008,11,02,100901,7.0,5.0,20190065610081102,3.0,1.0,3.0,1.0,2.0,,1.0,20.0,,6.0
70345,2019,09,007132,140,22,02,130101,1.0,1.0,20190071321402202,3.0,1.0,3.0,1.0,2.0,,2.0,16.0,,6.0
70347,2019,07,009214,047,11,02,220401,7.0,7.0,20190092140471102,2.0,1.0,2.0,1.0,2.0,,2.0,46.0,,1.0
70353,2019,11,005485,033,11,02,040104,6.0,1.0,20180054850331102,3.0,1.0,3.0,1.0,2.0,,2.0,40.0,,6.0
70355,2019,05,006782,048,11,05,110501,2.0,3.0,20190067820481105,4.0,2.0,2.0,1.0,2.0,,2.0,19.0,,1.0
70358,2019,01,009040,097,11,03,210310,6.0,7.0,20190090400971103,3.0,1.0,3.0,1.0,2.0,,1.0,16.0,,6.0
70360,2019,03,007108,123,11,06,130101,1.0,1.0,20190071081231106,5.0,2.0,3.0,1.0,2.0,,1.0,7.0,,
70364,2019,09,006234,019,11,03,080901,7.0,4.0,20190062340191103,3.0,1.0,3.0,1.0,2.0,,2.0,17.0,,6.0
70368,2019,11,007639,079,11,03,150132,8.0,1.0,20160076390791103,3.0,1.0,3.0,1.0,2.0,,1.0,21.0,,6.0
70369,2019,06,009650,074,11,03,250101,7.0,2.0,20190096500741103,3.0,1.0,3.0,1.0,2.0,,2.0,32.0,,6.0
70370,2019,11,006107,108,11,01,070101,8.0,1.0,20190061071081101,1.0,1.0,1.0,1.0,2.0,,2.0,45.0,,4.0
70371,2019,09,008754,072,11,01,200101,1.0,2.0,20190087540721101,1.0,1.0,1.0,1.0,2.0,,1.0,48.0,,2.0
70372,2019,05,006068,054,11,06,070106,8.0,1.0,20190060680541106,5.0,3.0,3.0,1.0,2.0,,1.0,12.0,,6.0
70376,2019,10,007526,056,11,03,150135,8.0,1.0,20190075260561103,3.0,1.0,3.0,1.0,2.0,,1.0,13.0,,6.0
70377,2019,09,009986,014,11,03,101005,5.0,8.0,20190099860141103,3.0,1.0,3.0,1.0,2.0,,2.0,15.0,,6.0
70378,2019,05,007503,076,11,03,150125,8.0,1.0,20190075030761103,3.0,1.0,3.0,1.0,2.0,,2.0,22.0,,6.0
70379,2019,12,007509,088,11,02,150135,8.0,1.0,20160075090881102,2.0,1.0,2.0,1.0,2.0,,2.0,44.0,,1.0
70382,2019,08,006020,093,11,04,060203,4.0,7.0,20190060200931104,5.0,1.0,3.0,1.0,2.0,,1.0,1.0,,
70388,2019,08,007273,035,11,03,130812,4.0,6.0,20170072730351103,3.0,1.0,3.0,1.0,1.0,,1.0,17.0,,6.0
70393,2019,02,009066,006,11,02,210705,6.0,6.0,20190090660061102,2.0,1.0,2.0,1.0,2.0,,2.0,70.0,,1.0
70398,2019,04,006408,007,11,02,090714,5.0,7.0,20190064080071102,2.0,1.0,2.0,1.0,2.0,,2.0,45.0,,2.0
70401,2019,01,010252,070,11,01,150801,2.0,2.0,20180102520701101,1.0,0.0,1.0,1.0,2.0,,1.0,58.0,,5.0
70406,2019,04,010040,034,11,02,040201,3.0,4.0,20190100400341102,3.0,1.0,3.0,1.0,2.0,,2.0,11.0,,
70407,2019,04,008288,089,11,04,160201,7.0,4.0,20190082880891104,3.0,1.0,3.0,1.0,2.0,,1.0,30.0,,6.0
70408,2019,09,007636,005,12,04,150132,8.0,1.0,20190076360051204,5.0,2.0,3.0,1.0,2.0,,1.0,14.0,,6.0
70409,2019,06,007294,074,11,07,140101,1.0,2.0,20190072940741107,3.0,2.0,1.0,1.0,2.0,,2.0,29.0,,5.0
70413,2019,02,007322,062,11,01,140101,1.0,2.0,20180073220621101,1.0,1.0,1.0,1.0,2.0,,1.0,46.0,,1.0
70419,2019,12,009153,006,11,05,220804,7.0,4.0,20190091530061105,6.0,0.0,1.0,1.0,2.0,,2.0,52.0,,5.0
70422,2019,02,006242,041,11,03,081301,6.0,5.0,20190062420411103,3.0,1.0,3.0,1.0,2.0,,1.0,22.0,,6.0
70424,2019,12,010521,031,11,03,060101,4.0,2.0,20190105210311103,3.0,1.0,3.0,1.0,2.0,,1.0,27.0,,6.0
70426,2019,12,006050,072,11,02,070106,8.0,1.0,20190060500721102,2.0,1.0,2.0,1.0,2.0,,2.0,37.0,,1.0
70428,2019,10,008718,070,11,07,190304,7.0,6.0,20190087180701107,3.0,1.0,3.0,1.0,2.0,,1.0,1.0,,
70433,2019,06,008701,121,11,02,190206,5.0,7.0,20190087011211102,2.0,1.0,2.0,1.0,2.0,,2.0,62.0,,2.0
70434,2019,11,006413,213,11,05,090705,5.0,7.0,20160064132131105,0.0,,,,,,,,,
70436,2019,12,009513,092,11,01,240101,1.0,3.0,20190095130921101,1.0,1.0,1.0,1.0,2.0,,1.0,50.0,,2.0
70437,2019,05,005610,081,11,01,040503,6.0,5.0,20190056100811101,1.0,1.0,1.0,1.0,2.0,,1.0,53.0,,1.0
70439,2019,09,007066,111,11,04,120607,7.0,7.0,20190070661111104,3.0,1.0,3.0,1.0,2.0,,1.0,12.0,,6.0
70442,2019,12,005189,060,11,05,021801,2.0,2.0,20190051890601105,5.0,2.0,3.0,1.0,2.0,,1.0,0.0,6.0,
70443,2019,01,007027,019,11,02,120433,5.0,7.0,20190070270191102,2.0,1.0,2.0,1.0,2.0,,2.0,48.0,,2.0
70445,2019,02,005502,119,11,03,040126,6.0,1.0,20190055021191103,3.0,1.0,3.0,1.0,2.0,,2.0,5.0,,
70449,2019,07,006331,068,11,03,080701,6.0,7.0,20190063310681103,3.0,1.0,3.0,1.0,2.0,,1.0,39.0,,6.0
70452,2019,11,006291,135,11,02,080406,6.0,7.0,20190062911351102,2.0,1.0,2.0,1.0,2.0,,2.0,61.0,,2.0
70455,2019,10,008406,195,11,03,170101,7.0,3.0,20190084061951103,3.0,1.0,3.0,1.0,2.0,,1.0,13.0,,6.0
70463,2019,04,007256,117,11,02,130901,4.0,7.0,20170072561171102,2.0,1.0,2.0,1.0,2.0,,2.0,42.0,,1.0
70465,2019,02,008389,010,11,05,170101,7.0,3.0,20190083890101105,3.0,1.0,3.0,1.0,2.0,,1.0,7.0,,
70467,2019,01,009740,086,11,02,250303,7.0,7.0,20190097400861102,3.0,1.0,3.0,1.0,2.0,,2.0,12.0,,6.0
70472,2019,11,005836,052,11,05,050605,5.0,6.0,20170058360521105,3.0,1.0,3.0,1.0,2.0,,1.0,2.0,,
70473,2019,05,009163,114,11,04,220801,7.0,5.0,20190091631141104,3.0,0.0,1.0,2.0,,2.0,2.0,34.0,,6.0
70474,2019,09,007441,059,11,04,140301,1.0,7.0,20160074410591104,3.0,2.0,1.0,1.0,2.0,,1.0,29.0,,2.0
70478,2019,12,006215,103,11,06,080101,6.0,2.0,20190062151031106,3.0,1.0,3.0,1.0,2.0,,1.0,14.0,,6.0
70480,2019,12,008091,028,11,03,150507,2.0,3.0,20180080910281103,3.0,1.0,3.0,1.0,2.0,,2.0,1.0,,
70483,2019,05,008878,115,11,01,200105,1.0,3.0,20190088781151101,1.0,1.0,1.0,1.0,2.0,,1.0,50.0,,2.0
70484,2019,03,007654,096,11,04,150118,8.0,1.0,20190076540961104,3.0,1.0,3.0,1.0,2.0,,1.0,0.0,7.0,
70487,2019,03,009160,094,11,05,220801,7.0,5.0,20190091600941105,5.0,2.0,3.0,1.0,2.0,,2.0,5.0,,
70490,2019,03,005056,066,11,01,010706,7.0,5.0,20190050560661101,1.0,1.0,1.0,1.0,2.0,,1.0,58.0,,2.0
70491,2019,03,007129,098,11,02,130101,1.0,1.0,20180071290981102,3.0,1.0,3.0,1.0,2.0,,1.0,52.0,,6.0
70493,2019,05,005351,001,11,05,030101,6.0,3.0,20160053510011105,3.0,1.0,3.0,1.0,2.0,,1.0,11.0,,
70494,2019,08,007172,003,11,10,130702,1.0,4.0,20160071720031107,0.0,,,,,,,,,
70495,2019,04,007333,112,11,03,140105,1.0,2.0,20190073331121103,3.0,1.0,3.0,1.0,2.0,,2.0,17.0,,6.0
70500,2019,07,008931,076,11,01,200204,4.0,7.0,20190089310761101,1.0,1.0,1.0,1.0,2.0,,1.0,72.0,,2.0
70508,2019,06,006094,032,11,02,070102,8.0,1.0,20190060940321102,7.0,0.0,1.0,1.0,2.0,,1.0,38.0,,6.0
70509,2019,04,009752,090,11,01,250104,7.0,7.0,20190097520901101,1.0,0.0,1.0,1.0,2.0,,1.0,54.0,,5.0
70511,2019,12,006013,113,11,01,061006,4.0,8.0,20190060131131101,1.0,1.0,1.0,1.0,2.0,,1.0,41.0,,2.0
70512,2019,08,008211,146,11,01,160101,7.0,2.0,20190082111461101,1.0,0.0,1.0,1.0,2.0,,2.0,55.0,,5.0
70513,2019,07,005709,026,11,05,050104,5.0,2.0,20180057090261105,3.0,1.0,3.0,1.0,2.0,,2.0,12.0,,6.0
70515,2019,05,005519,080,11,06,040102,6.0,1.0,20190055190801106,5.0,2.0,3.0,1.0,2.0,,2.0,8.0,,
70516,2019,12,005613,058,11,01,040128,6.0,5.0,20170056130581102,1.0,1.0,1.0,1.0,2.0,,2.0,32.0,,1.0
70518,2019,04,009896,017,11,02,130103,1.0,1.0,20180098960171102,2.0,1.0,2.0,1.0,2.0,,2.0,71.0,,2.0
70522,2019,08,006465,002,11,01,090111,5.0,6.0,20170064650021101,1.0,0.0,1.0,1.0,2.0,,2.0,72.0,,3.0
70524,2019,10,009874,088,11,01,230110,3.0,2.0,20190098740881101,1.0,1.0,1.0,1.0,2.0,,1.0,56.0,,2.0
70525,2019,03,007577,136,22,01,150110,8.0,1.0,20190075771362201,1.0,1.0,1.0,1.0,2.0,,1.0,44.0,,1.0
70526,2019,08,009444,118,11,05,230201,6.0,7.0,20190094441181105,3.0,1.0,3.0,1.0,2.0,,1.0,9.0,,
70527,2019,03,005019,085,11,03,010101,4.0,4.0,20170050190851101,0.0,,,,,,,,,
70529,2019,06,006080,012,11,02,070106,8.0,1.0,20190060800121102,2.0,1.0,2.0,1.0,2.0,,2.0,42.0,,2.0
70532,2019,08,009181,064,11,03,220804,7.0,7.0,20190091810641103,3.0,1.0,3.0,1.0,2.0,,1.0,14.0,,6.0
70533,2019,03,006814,030,11,01,110112,2.0,5.0,20190068140301101,1.0,0.0,1.0,1.0,2.0,,1.0,48.0,,6.0
70534,2019,12,006152,046,11,03,070101,8.0,1.0,20180061520461103,3.0,1.0,3.0,1.0,2.0,,1.0,12.0,,6.0
70535,2019,07,006497,003,11,05,100101,5.0,2.0,20180064970031105,3.0,1.0,3.0,1.0,2.0,,2.0,12.0,,6.0
70540,2019,11,005065,002,11,04,010109,4.0,5.0,20190050650021104,3.0,1.0,3.0,1.0,2.0,,2.0,11.0,,
70541,2019,12,010228,052,11,02,150137,8.0,1.0,20180102280521102,2.0,1.0,2.0,1.0,2.0,,2.0,55.0,,2.0
70544,2019,06,005797,250,11,01,050106,5.0,7.0,20190057972501101,1.0,1.0,1.0,1.0,2.0,,1.0,70.0,,2.0
70546,2019,07,007694,083,11,01,150137,8.0,1.0,20190076940831101,1.0,0.0,1.0,1.0,2.0,,1.0,57.0,,5.0
70547,2019,02,006606,140,11,08,100307,5.0,7.0,20190066061401108,10.0,2.0,2.0,1.0,2.0,,2.0,46.0,,2.0
70548,2019,03,007085,005,11,04,130105,1.0,1.0,20150070850051105,3.0,1.0,3.0,1.0,2.0,,2.0,12.0,,6.0
70549,2019,02,006502,106,11,02,100101,5.0,2.0,20190065021061102,3.0,1.0,3.0,1.0,2.0,,1.0,7.0,,
70551,2019,09,007869,061,11,01,150140,8.0,1.0,20190078690611101,1.0,1.0,1.0,1.0,2.0,,1.0,65.0,,2.0
70553,2019,06,008221,056,11,01,160101,7.0,2.0,20190082210561101,1.0,1.0,1.0,1.0,2.0,,2.0,43.0,,5.0
70554,2019,10,005248,011,11,02,020105,5.0,3.0,20190052480111102,7.0,0.0,1.0,1.0,2.0,,2.0,80.0,,3.0
70555,2019,04,007822,123,11,03,150130,8.0,1.0,20190078221231103,3.0,1.0,3.0,1.0,2.0,,1.0,42.0,,6.0
70556,2019,09,008816,137,11,01,200705,1.0,5.0,20190088161371101,1.0,1.0,1.0,1.0,2.0,,1.0,35.0,,1.0
70557,2019,11,009620,032,11,03,250105,7.0,2.0,20170096200321103,3.0,1.0,3.0,1.0,2.0,,1.0,13.0,,6.0
70561,2019,12,008148,039,11,03,150402,5.0,6.0,20190081480391103,3.0,1.0,3.0,1.0,2.0,,1.0,20.0,,6.0
70563,2019,05,006448,017,11,03,090113,5.0,6.0,20170064480171103,3.0,1.0,3.0,1.0,2.0,,2.0,14.0,,6.0
70564,2019,08,008031,052,11,04,150810,2.0,2.0,20170080310521104,3.0,1.0,3.0,1.0,2.0,,1.0,10.0,,
70565,2019,02,007962,039,11,06,150143,8.0,1.0,20190079620391106,3.0,3.0,1.0,1.0,2.0,,1.0,32.0,,1.0
70566,2019,04,005722,127,11,02,050407,7.0,5.0,20190057221271102,3.0,1.0,3.0,1.0,1.0,,2.0,17.0,,6.0
70567,2019,01,006210,114,11,05,080106,6.0,2.0,20190062101141105,3.0,1.0,3.0,1.0,2.0,,2.0,20.0,,6.0
70571,2019,09,005528,156,11,02,040110,6.0,1.0,20190055281561102,2.0,1.0,2.0,1.0,2.0,,2.0,60.0,,2.0
70574,2019,09,006045,018,11,02,070106,8.0,1.0,20190060450181102,3.0,1.0,3.0,1.0,2.0,,2.0,9.0,,
70575,2019,01,007326,159,11,01,140101,1.0,2.0,20190073261591101,1.0,1.0,1.0,1.0,2.0,,1.0,49.0,,2.0
70576,2019,04,010377,013,11,03,240202,1.0,6.0,20190103770131103,3.0,1.0,3.0,1.0,2.0,,2.0,15.0,,6.0
