,year,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209
3,2019,10,010614,043,11,07,130901,4.0,4.0,20190106140431107,7.0,2.0,3.0,2.0,,2.0,2.0,4.0,,
5,2019,03,008010,059,11,03,150801,2.0,2.0,20190080100591103,7.0,1.0,3.0,1.0,2.0,,1.0,32.0,,6.0
6,2019,07,009737,016,11,01,250302,7.0,7.0,20190097370161101,1.0,1.0,1.0,1.0,2.0,,1.0,43.0,,1.0
11,2019,07,008002,075,11,03,150204,2.0,3.0,20190080020751103,6.0,0.0,1.0,1.0,2.0,,2.0,84.0,,3.0
12,2019,08,010034,072,11,01,040109,6.0,1.0,20170100340721101,1.0,0.0,1.0,1.0,2.0,,1.0,85.0,,3.0
13,2019,08,006787,020,11,04,110501,2.0,3.0,20150067870201104,3.0,1.0,3.0,1.0,2.0,,1.0,5.0,,
14,2019,03,007671,147,12,04,150103,8.0,1.0,20190076711471204,3.0,1.0,3.0,1.0,2.0,,2.0,6.0,,
15,2019,09,009237,054,11,01,220901,7.0,2.0,20190092370541101,1.0,1.0,1.0,1.0,2.0,,1.0,64.0,,1.0
16,2019,04,006568,176,11,01,100701,5.0,7.0,20160065681761101,1.0,1.0,1.0,1.0,2.0,,1.0,33.0,,1.0
19,2019,05,009344,042,11,02,230101,3.0,2.0,20190093440421102,3.0,1.0,3.0,1.0,2.0,,2.0,25.0,,6.0
20,2019,10,008790,012,11,03,200104,1.0,2.0,20190087900121103,3.0,1.0,3.0,1.0,1.0,,1.0,24.0,,6.0
21,2019,10,007466,048,11,02,140203,4.0,7.0,20190074660481102,11.0,0.0,1.0,1.0,2.0,,2.0,58.0,,3.0
22,2019,04,005429,149,11,03,030108,6.0,7.0,20190054291491103,3.0,1.0,3.0,1.0,2.0,,2.0,20.0,,6.0
24,2019,07,009625,071,11,01,250105,7.0,2.0,20190096250711101,1.0,1.0,1.0,1.0,2.0,,1.0,64.0,,1.0
25,2019,02,005321,216,11,03,020701,5.0,8.0,20190053212161103,3.0,1.0,3.0,1.0,2.0,,2.0,18.0,,6.0
26,2019,02,006166,032,11,03,070101,8.0,1.0,20150061660321103,3.0,1.0,3.0,1.0,2.0,,2.0,57.0,,6.0
27,2019,04,009087,244,11,04,210108,6.0,7.0,20180090872441104,3.0,1.0,3.0,1.0,2.0,,1.0,17.0,,6.0
28,2019,05,005580,038,11,02,040123,6.0,1.0,20190055800381102,2.0,1.0,2.0,1.0,2.0,,2.0,49.0,,2.0
29,2019,01,006369,113,11,05,090101,5.0,4.0,20190063691131105,3.0,1.0,3.0,1.0,2.0,,1.0,0.0,9.0,
32,2019,07,009060,041,11,04,210206,6.0,7.0,20190090600411104,3.0,1.0,3.0,1.0,2.0,,1.0,17.0,,6.0
34,2019,07,005318,047,11,05,020402,5.0,7.0,20190053180471105,3.0,1.0,3.0,1.0,2.0,,2.0,14.0,,6.0
40,2019,12,010081,008,11,04,070106,8.0,1.0,20190100810081104,3.0,1.0,3.0,1.0,2.0,,1.0,6.0,,
42,2019,02,006364,154,11,01,090101,5.0,4.0,20190063641541101,1.0,1.0,1.0,1.0,2.0,,2.0,48.0,,5.0
43,2019,11,008139,002,11,05,150604,2.0,7.0,20190081390021105,6.0,0.0,1.0,1.0,2.0,,2.0,87.0,,5.0
44,2019,07,007653,034,11,06,150118,8.0,1.0,20190076530341106,4.0,2.0,2.0,1.0,2.0,,1.0,30.0,,1.0
46,2019,03,009034,065,11,03,210407,6.0,5.0,20190090340651103,3.0,1.0,3.0,1.0,2.0,,1.0,14.0,,6.0
47,2019,01,007248,026,11,01,130614,4.0,7.0,20190072480261101,1.0,1.0,1.0,1.0,2.0,,1.0,72.0,,2.0
48,2019,03,006671,002,11,07,110102,2.0,2.0,20190066710021107,5.0,2.0,3.0,1.0,2.0,,2.0,9.0,,
49,2019,08,007439,011,11,03,140111,1.0,5.0,20190074390111103,3.0,1.0,3.0,1.0,2.0,,2.0,46.0,,6.0
51,2019,08,008894,037,11,05,200401,1.0,3.0,20190088940371105,5.0,1.0,3.0,1.0,2.0,,2.0,0.0,3.0,
52,2019,12,005867,034,11,02,060101,4.0,2.0,20170058670341102,2.0,1.0,2.0,1.0,2.0,,2.0,53.0,,2.0
53,2019,10,007558,112,11,03,150110,8.0,1.0,20190075581121103,3.0,1.0,3.0,1.0,2.0,,1.0,34.0,,6.0
56,2019,12,009114,253,11,02,210407,6.0,7.0,20190091142531102,2.0,1.0,2.0,1.0,2.0,,2.0,37.0,,2.0
57,2019,04,008168,089,11,01,150506,2.0,6.0,20190081680891101,1.0,1.0,1.0,1.0,2.0,,1.0,41.0,,1.0
66,2019,08,009342,119,11,04,230101,3.0,2.0,20190093421191104,3.0,1.0,3.0,1.0,2.0,,2.0,0.0,6.0,
71,2019,11,007074,035,11,02,120699,7.0,7.0,20190070740351102,2.0,1.0,2.0,1.0,2.0,,2.0,22.0,,1.0
73,2019,09,005192,072,11,03,021801,2.0,2.0,20190051920721103,3.0,1.0,3.0,1.0,2.0,,2.0,25.0,,6.0
76,2019,05,009489,037,11,02,240101,1.0,3.0,20190094890371102,2.0,1.0,2.0,1.0,2.0,,2.0,51.0,,1.0
79,2019,02,007186,103,11,03,130205,1.0,4.0,20180071861031103,3.0,1.0,3.0,1.0,2.0,,1.0,8.0,,
80,2019,01,009481,009,11,04,240101,1.0,3.0,20190094810091104,3.0,1.0,3.0,1.0,2.0,,1.0,9.0,,
82,2019,07,007052,172,11,02,120124,5.0,7.0,20190070521721102,2.0,1.0,2.0,1.0,2.0,,2.0,23.0,,1.0
84,2019,03,009568,010,11,04,240302,1.0,5.0,20190095680101104,3.0,1.0,3.0,1.0,2.0,,2.0,0.0,1.0,
85,2019,08,006315,107,11,01,081210,6.0,7.0,20190063151071101,1.0,1.0,1.0,1.0,2.0,,1.0,43.0,,2.0
89,2019,10,007103,084,11,03,130101,1.0,1.0,20190071030841103,3.0,1.0,3.0,1.0,2.0,,2.0,45.0,,6.0
91,2019,12,005871,067,11,01,060101,4.0,2.0,20190058710671101,1.0,1.0,1.0,1.0,2.0,,1.0,42.0,,1.0
93,2019,01,005437,048,11,04,030103,6.0,8.0,20180054370481104,0.0,,,,,,,,,
94,2019,04,008996,039,11,03,210201,6.0,5.0,20180089960391103,3.0,1.0,3.0,1.0,2.0,,1.0,17.0,,6.0
96,2019,05,009489,032,11,04,240101,1.0,3.0,20190094890321104,3.0,2.0,1.0,1.0,2.0,,1.0,18.0,,1.0
98,2019,06,005247,115,11,03,020105,5.0,3.0,20190052471151103,3.0,2.0,1.0,1.0,2.0,,2.0,36.0,,5.0
99,2019,04,009593,137,11,02,240106,1.0,7.0,20190095931371102,2.0,1.0,2.0,1.0,2.0,,2.0,26.0,,1.0
101,2019,10,008507,084,11,02,180101,3.0,3.0,20190085070841102,2.0,1.0,2.0,1.0,2.0,,1.0,40.0,,1.0
103,2019,11,010072,080,11,01,060304,4.0,7.0,20190100720801101,1.0,1.0,1.0,1.0,2.0,,2.0,63.0,,3.0
104,2019,04,005153,008,11,02,010109,4.0,7.0,20190051530081102,2.0,1.0,2.0,1.0,2.0,,2.0,57.0,,2.0
105,2019,07,007263,108,11,02,130902,4.0,7.0,20190072631081102,3.0,1.0,3.0,1.0,2.0,,2.0,13.0,,6.0
106,2019,12,005632,023,11,05,040701,3.0,4.0,20190056320231105,3.0,2.0,1.0,1.0,2.0,,2.0,27.0,,5.0
107,2019,11,009670,050,11,02,250107,7.0,2.0,20190096700501102,3.0,1.0,3.0,1.0,2.0,,1.0,19.0,,6.0
109,2019,04,009946,033,11,02,250101,7.0,7.0,20170099460331102,3.0,1.0,3.0,1.0,2.0,,1.0,14.0,,6.0
110,2019,03,008631,051,11,06,190101,5.0,3.0,20190086310511106,5.0,2.0,3.0,1.0,2.0,,2.0,0.0,3.0,
111,2019,07,006202,114,11,03,080108,6.0,2.0,20170062021141103,3.0,1.0,3.0,1.0,2.0,,2.0,31.0,,6.0
112,2019,08,008090,063,11,05,150507,2.0,3.0,20190080900631105,6.0,0.0,1.0,1.0,2.0,,2.0,72.0,,3.0
113,2019,09,007551,070,11,02,150117,8.0,1.0,20190075510701102,2.0,1.0,2.0,1.0,2.0,,2.0,40.0,,1.0
115,2019,02,009590,001,11,02,240105,1.0,8.0,20170095900011102,3.0,1.0,3.0,1.0,2.0,,2.0,29.0,,6.0
116,2019,03,006986,139,11,01,120119,5.0,5.0,20190069861391101,1.0,0.0,1.0,1.0,2.0,,1.0,44.0,,5.0
117,2019,12,006666,148,11,05,101001,5.0,7.0,20190066661481105,3.0,1.0,3.0,1.0,2.0,,1.0,4.0,,
118,2019,08,005996,238,11,03,060108,4.0,7.0,20180059962381103,3.0,1.0,3.0,1.0,2.0,,2.0,15.0,,6.0
119,2019,08,009181,015,11,05,220804,7.0,7.0,20190091810151105,3.0,1.0,3.0,1.0,2.0,,1.0,11.0,,
120,2019,07,006079,040,11,02,070106,8.0,1.0,20190060790401102,2.0,1.0,2.0,1.0,2.0,,2.0,34.0,,2.0
122,2019,08,009444,064,11,06,230201,6.0,7.0,20190094440641106,5.0,2.0,3.0,1.0,2.0,,2.0,5.0,,
127,2019,01,009735,117,11,03,250302,7.0,7.0,20170097351171104,3.0,1.0,3.0,1.0,2.0,,1.0,21.0,,6.0
128,2019,07,009818,057,11,02,030201,6.0,4.0,20180098180571102,2.0,1.0,2.0,1.0,2.0,,2.0,54.0,,2.0
130,2019,02,010102,006,11,04,090101,5.0,7.0,20170101020061104,3.0,1.0,3.0,1.0,2.0,,2.0,15.0,,6.0
131,2019,07,007537,008,11,04,150135,8.0,1.0,20190075370081104,3.0,1.0,3.0,1.0,2.0,,2.0,11.0,,
134,2019,07,008023,065,11,04,150806,2.0,2.0,20150080230651104,3.0,1.0,3.0,1.0,2.0,,2.0,5.0,,
135,2019,09,009219,065,11,02,220910,7.0,2.0,20180092190651102,2.0,1.0,2.0,1.0,2.0,,2.0,45.0,,1.0
136,2019,10,011339,021,11,01,110301,2.0,8.0,20190113390211101,1.0,0.0,1.0,1.0,2.0,,2.0,71.0,,3.0
137,2019,11,005414,004,11,02,030216,6.0,7.0,20190054140041102,2.0,1.0,2.0,1.0,2.0,,2.0,71.0,,2.0
140,2019,01,009684,048,11,03,250107,7.0,2.0,20190096840481103,3.0,1.0,3.0,1.0,2.0,,2.0,11.0,,
141,2019,11,007657,059,11,01,150118,8.0,1.0,20190076570591101,1.0,1.0,1.0,1.0,2.0,,2.0,39.0,,1.0
142,2019,09,006191,050,11,05,080104,6.0,2.0,20170061910501103,0.0,,,,,,,,,
145,2019,08,009760,007,11,02,250203,7.0,7.0,20190097600071102,2.0,1.0,2.0,1.0,2.0,,2.0,78.0,,1.0
146,2019,09,005858,095,11,01,060101,4.0,2.0,20190058580951101,1.0,1.0,1.0,1.0,1.0,,1.0,42.0,,2.0
147,2019,07,007324,051,11,08,140101,1.0,2.0,20190073240511108,5.0,2.0,3.0,1.0,2.0,,2.0,14.0,,6.0
150,2019,06,010486,015,11,02,040701,3.0,4.0,20190104860151102,2.0,1.0,2.0,1.0,2.0,,2.0,82.0,,2.0
152,2019,06,005714,005,11,01,050110,5.0,2.0,20190057140051101,1.0,0.0,1.0,1.0,2.0,,2.0,29.0,,6.0
154,2019,02,005294,005,11,05,021602,5.0,7.0,20180052940051105,3.0,1.0,3.0,1.0,2.0,,2.0,18.0,,6.0
155,2019,02,005191,130,11,01,021801,2.0,2.0,20170051911301101,1.0,0.0,1.0,1.0,2.0,,2.0,74.0,,3.0
156,2019,03,010254,070,11,02,150806,2.0,2.0,20170102540701103,3.0,0.0,1.0,1.0,2.0,,2.0,32.0,,5.0
158,2019,12,005343,076,11,01,021403,5.0,6.0,20190053430761101,1.0,1.0,1.0,1.0,2.0,,1.0,61.0,,1.0
160,2019,01,008144,061,11,01,150407,5.0,7.0,20190081440611101,1.0,1.0,1.0,1.0,2.0,,2.0,39.0,,5.0
162,2019,10,007071,016,11,04,120699,7.0,7.0,20160070710161104,3.0,1.0,3.0,1.0,2.0,,1.0,3.0,,
164,2019,05,006778,072,11,05,110205,2.0,5.0,20190067780721105,5.0,2.0,3.0,1.0,2.0,,2.0,10.0,,
165,2019,08,009871,070,11,02,230102,3.0,2.0,20190098710701102,2.0,1.0,2.0,1.0,2.0,,2.0,73.0,,2.0
167,2019,10,006373,085,11,04,090118,5.0,4.0,20170063730851104,3.0,1.0,3.0,1.0,2.0,,2.0,19.0,,6.0
169,2019,09,008734,001,11,04,190308,7.0,7.0,20170087340011104,3.0,1.0,3.0,1.0,2.0,,1.0,10.0,,
172,2019,11,008304,035,11,03,160601,7.0,5.0,20190083040351103,3.0,2.0,1.0,1.0,2.0,,2.0,36.0,,1.0
173,2019,04,006937,129,11,02,120810,5.0,5.0,20190069371291102,2.0,1.0,2.0,1.0,2.0,,1.0,24.0,,1.0
174,2019,06,006795,066,22,04,110508,2.0,3.0,20190067950662204,3.0,1.0,3.0,1.0,2.0,,2.0,2.0,,
177,2019,01,008247,053,11,02,160113,7.0,2.0,20190082470531102,3.0,1.0,3.0,1.0,2.0,,1.0,10.0,,
178,2019,11,006005,074,11,01,060101,4.0,7.0,20190060050741101,1.0,1.0,1.0,1.0,2.0,,1.0,49.0,,2.0
181,2019,06,008314,111,11,03,160303,7.0,7.0,20190083141111103,3.0,1.0,3.0,1.0,2.0,,1.0,17.0,,6.0
182,2019,06,009535,091,11,01,240103,1.0,5.0,20190095350911101,1.0,1.0,1.0,1.0,2.0,,1.0,58.0,,1.0
183,2019,12,005167,041,11,06,010611,7.0,7.0,20150051670411103,3.0,2.0,1.0,2.0,,2.0,2.0,17.0,,1.0
186,2019,08,009694,014,11,06,250301,7.0,5.0,20170096940141105,0.0,,,,,,,,,
191,2019,09,008661,095,11,04,190108,5.0,5.0,20190086610951104,5.0,1.0,3.0,1.0,2.0,,1.0,6.0,,
193,2019,06,009701,045,11,02,100206,5.0,6.0,20190097010451102,2.0,1.0,2.0,1.0,2.0,,2.0,45.0,,1.0
196,2019,09,008283,022,11,05,160201,7.0,4.0,20190082830221105,3.0,1.0,3.0,1.0,2.0,,1.0,5.0,,
199,2019,09,005287,037,11,05,021208,5.0,7.0,20190052870371105,5.0,1.0,3.0,1.0,2.0,,1.0,6.0,,
206,2019,02,005319,089,11,02,020401,5.0,6.0,20190053190891102,2.0,1.0,2.0,1.0,1.0,,2.0,55.0,,2.0
207,2019,07,009007,028,11,05,211101,6.0,2.0,20190090070281105,3.0,1.0,3.0,1.0,2.0,,1.0,19.0,,6.0
208,2019,02,010074,029,11,04,060107,4.0,7.0,20150100740291105,3.0,1.0,3.0,1.0,2.0,,1.0,10.0,,
211,2019,08,010429,035,11,01,021101,2.0,5.0,20170104290351101,1.0,1.0,1.0,1.0,2.0,,2.0,32.0,,1.0
212,2019,02,007279,117,11,04,131001,4.0,7.0,20190072791171104,3.0,1.0,3.0,1.0,2.0,,1.0,6.0,,
214,2019,05,005552,138,11,03,040103,6.0,1.0,20150055521381103,3.0,1.0,3.0,1.0,2.0,,1.0,21.0,,6.0
215,2019,01,007235,115,11,04,131202,1.0,5.0,20190072351151104,3.0,2.0,2.0,2.0,,2.0,2.0,23.0,,1.0
218,2019,07,009352,131,11,02,230101,3.0,2.0,20170093521311102,2.0,1.0,2.0,1.0,2.0,,2.0,64.0,,2.0
219,2019,02,006322,160,11,01,081212,6.0,7.0,20180063221601101,1.0,1.0,1.0,1.0,2.0,,1.0,41.0,,1.0
220,2019,01,009171,037,11,01,220510,7.0,5.0,20190091710371101,1.0,1.0,1.0,1.0,2.0,,1.0,51.0,,2.0
221,2019,02,010004,041,11,06,010503,4.0,8.0,20160100040411104,0.0,,,,,,,,,
222,2019,12,008202,018,11,04,160101,7.0,2.0,20190082020181104,3.0,2.0,1.0,2.0,,2.0,1.0,31.0,,1.0
227,2019,08,009597,162,11,03,240104,1.0,7.0,20150095971621103,3.0,1.0,3.0,1.0,2.0,,2.0,14.0,,6.0
230,2019,04,007871,103,11,01,150140,8.0,1.0,20190078711031101,1.0,1.0,1.0,1.0,2.0,,1.0,64.0,,2.0
236,2019,04,008720,050,11,03,190304,7.0,7.0,20190087200501103,5.0,0.0,1.0,1.0,2.0,,2.0,6.0,,
238,2019,02,005642,045,11,04,040702,3.0,5.0,20190056420451104,3.0,1.0,3.0,1.0,2.0,,2.0,12.0,,6.0
242,2019,06,008430,058,11,03,170302,7.0,5.0,20190084300581103,3.0,1.0,3.0,1.0,2.0,,2.0,16.0,,6.0
243,2019,01,005539,052,11,05,040112,6.0,1.0,20180055390521105,3.0,2.0,1.0,1.0,2.0,,2.0,35.0,,6.0
247,2019,06,005213,098,11,06,021808,2.0,5.0,20190052130981106,3.0,1.0,3.0,1.0,2.0,,1.0,2.0,,
250,2019,11,005551,019,11,05,040112,6.0,1.0,20190055510191105,3.0,1.0,3.0,1.0,2.0,,2.0,8.0,,
252,2019,06,009650,019,11,04,250101,7.0,2.0,20190096500191104,5.0,1.0,3.0,1.0,2.0,,2.0,16.0,,6.0
254,2019,11,007978,057,11,01,150126,8.0,1.0,20190079780571101,1.0,0.0,1.0,1.0,2.0,,1.0,57.0,,6.0
255,2019,05,009638,029,11,01,250101,7.0,2.0,20180096380291101,1.0,1.0,1.0,1.0,2.0,,1.0,63.0,,2.0
256,2019,02,007072,104,11,02,120608,7.0,7.0,20180070721041102,3.0,1.0,3.0,1.0,2.0,,2.0,35.0,,6.0
257,2019,12,010147,132,11,04,120302,7.0,7.0,20180101471321104,0.0,,,,,,,,,
259,2019,06,009944,098,11,03,211204,6.0,7.0,20180099440981103,3.0,1.0,3.0,1.0,2.0,,2.0,18.0,,6.0
263,2019,09,009437,099,11,02,230302,6.0,8.0,20180094370991102,2.0,1.0,2.0,1.0,2.0,,2.0,61.0,,2.0
266,2019,06,007223,224,11,05,130808,4.0,5.0,20190072232241105,6.0,0.0,1.0,1.0,2.0,,2.0,59.0,,5.0
268,2019,09,007911,021,11,01,150133,8.0,1.0,20180079110211101,1.0,1.0,1.0,1.0,1.0,,1.0,78.0,,2.0
270,2019,11,006592,084,11,01,100507,5.0,7.0,20190065920841101,1.0,1.0,1.0,1.0,2.0,,1.0,48.0,,1.0
278,2019,10,009244,014,23,03,220901,7.0,2.0,20190092440142303,3.0,1.0,3.0,1.0,2.0,,2.0,17.0,,6.0
284,2019,04,006729,065,11,02,110101,2.0,2.0,20190067290651102,2.0,1.0,2.0,1.0,2.0,,2.0,67.0,,2.0
285,2019,08,008654,037,11,03,190207,5.0,5.0,20190086540371103,3.0,1.0,3.0,1.0,2.0,,2.0,16.0,,6.0
286,2019,11,005839,065,11,01,050908,5.0,6.0,20190058390651101,1.0,1.0,1.0,1.0,2.0,,2.0,49.0,,6.0
287,2019,08,008298,007,11,07,160606,7.0,5.0,20190082980071107,3.0,2.0,1.0,1.0,2.0,,2.0,21.0,,6.0
289,2019,07,010190,107,11,02,140101,1.0,2.0,20190101901071102,3.0,1.0,3.0,1.0,2.0,,1.0,33.0,,6.0
290,2019,05,006974,124,11,01,120201,5.0,5.0,20190069741241101,1.0,1.0,1.0,1.0,2.0,,1.0,73.0,,2.0
293,2019,06,008701,015,11,01,190206,5.0,7.0,20190087010151101,1.0,1.0,1.0,1.0,2.0,,2.0,42.0,,6.0
294,2019,12,008656,034,11,02,190203,5.0,5.0,20190086560341102,2.0,1.0,2.0,1.0,2.0,,2.0,84.0,,2.0
299,2019,01,010713,063,11,02,200301,4.0,5.0,20180107130631102,2.0,1.0,2.0,1.0,2.0,,2.0,51.0,,2.0
300,2019,05,007144,012,11,06,130102,1.0,1.0,20190071440121106,5.0,2.0,3.0,1.0,2.0,,1.0,8.0,,
301,2019,04,006426,147,11,06,090505,5.0,8.0,20190064261471106,3.0,1.0,3.0,1.0,2.0,,2.0,5.0,,
302,2019,09,010123,053,11,05,110206,2.0,5.0,20190101230531105,3.0,2.0,1.0,1.0,2.0,,2.0,29.0,,6.0
303,2019,06,005790,149,11,03,050109,5.0,7.0,20160057901491104,3.0,1.0,3.0,1.0,2.0,,1.0,15.0,,6.0
305,2019,01,007006,044,11,02,120701,5.0,7.0,20150070060441102,3.0,1.0,3.0,1.0,2.0,,1.0,16.0,,6.0
309,2019,08,010574,088,11,01,110101,2.0,2.0,20190105740881101,1.0,0.0,1.0,1.0,2.0,,2.0,81.0,,5.0
312,2019,06,006318,069,11,05,081205,6.0,7.0,20190063180691105,3.0,1.0,3.0,1.0,2.0,,2.0,4.0,,
313,2019,03,009610,040,11,01,250105,7.0,2.0,20160096100401103,1.0,0.0,1.0,1.0,2.0,,2.0,77.0,,3.0
314,2019,01,008426,020,11,05,170103,7.0,5.0,20190084260201105,5.0,0.0,1.0,1.0,2.0,,2.0,3.0,,
318,2019,10,009706,024,11,02,250302,7.0,5.0,20190097060241102,2.0,1.0,2.0,1.0,2.0,,2.0,29.0,,1.0
319,2019,01,010133,095,11,01,120114,5.0,2.0,20190101330951101,1.0,1.0,1.0,1.0,2.0,,2.0,62.0,,2.0
326,2019,10,006593,105,11,02,100507,5.0,7.0,20190065931051102,2.0,1.0,2.0,1.0,2.0,,1.0,48.0,,2.0
327,2019,04,007733,130,11,03,150101,8.0,1.0,20150077331301103,3.0,1.0,3.0,1.0,2.0,,1.0,31.0,,6.0
328,2019,11,006964,116,11,03,120303,7.0,4.0,20170069641161103,3.0,1.0,3.0,1.0,2.0,,2.0,26.0,,6.0
331,2019,05,008278,029,11,08,160510,7.0,5.0,20170082780291107,0.0,,,,,,,,,
336,2019,04,007106,130,11,03,130101,1.0,1.0,20190071061301103,3.0,1.0,3.0,1.0,2.0,,1.0,27.0,,6.0
337,2019,04,008692,100,11,01,190201,5.0,7.0,20190086921001101,1.0,1.0,1.0,1.0,2.0,,1.0,52.0,,1.0
338,2019,02,009145,096,11,03,220101,7.0,4.0,20150091450961104,3.0,1.0,3.0,1.0,2.0,,1.0,25.0,,6.0
341,2019,05,008338,073,11,04,160103,7.0,8.0,20190083380731104,3.0,1.0,3.0,1.0,2.0,,2.0,10.0,,
342,2019,05,006040,051,11,03,070107,8.0,1.0,20150060400511105,3.0,1.0,3.0,1.0,2.0,,2.0,7.0,,
345,2019,12,009382,110,11,01,230110,3.0,2.0,20160093821101101,1.0,1.0,1.0,1.0,2.0,,2.0,39.0,,5.0
346,2019,05,007453,042,11,03,140304,1.0,7.0,20190074530421103,3.0,1.0,3.0,1.0,2.0,,2.0,17.0,,6.0
347,2019,12,006932,032,11,01,120801,5.0,5.0,20190069320321101,1.0,1.0,1.0,1.0,2.0,,1.0,35.0,,1.0
348,2019,02,010054,008,11,05,050502,5.0,5.0,20190100540081105,5.0,1.0,3.0,2.0,,2.0,2.0,2.0,,
351,2019,01,005767,087,11,03,050406,5.0,7.0,20190057670871103,3.0,1.0,3.0,1.0,2.0,,2.0,13.0,,6.0
353,2019,08,008096,035,11,02,150507,2.0,3.0,20190080960351102,5.0,1.0,1.0,1.0,2.0,,2.0,20.0,,5.0
354,2019,01,009452,081,11,02,230105,3.0,7.0,20190094520811102,2.0,1.0,2.0,1.0,2.0,,1.0,41.0,,1.0
355,2019,01,008743,016,11,06,200115,1.0,2.0,20190087430161106,3.0,1.0,3.0,1.0,2.0,,1.0,18.0,,6.0
357,2019,06,010174,042,11,02,130402,1.0,5.0,20190101740421102,2.0,1.0,2.0,1.0,2.0,,2.0,39.0,,2.0
359,2019,02,010530,030,11,02,060108,4.0,2.0,20190105300301102,2.0,1.0,2.0,1.0,2.0,,2.0,54.0,,2.0
362,2019,03,007603,100,11,04,150132,8.0,1.0,20160076031001105,3.0,1.0,3.0,1.0,2.0,,1.0,3.0,,
365,2019,03,007367,027,12,02,140301,1.0,4.0,20190073670271202,2.0,1.0,2.0,1.0,2.0,,2.0,57.0,,2.0
367,2019,04,007163,006,11,01,130402,1.0,5.0,20190071630061101,1.0,0.0,1.0,1.0,2.0,,2.0,60.0,,5.0
368,2019,04,007170,035,11,01,130403,1.0,5.0,20190071700351101,1.0,1.0,1.0,1.0,2.0,,1.0,41.0,,2.0
370,2019,03,009187,021,11,01,220101,7.0,7.0,20190091870211101,1.0,1.0,1.0,1.0,2.0,,1.0,62.0,,2.0
373,2019,05,008391,047,11,01,170101,7.0,3.0,20190083910471101,1.0,1.0,1.0,1.0,2.0,,1.0,46.0,,2.0
375,2019,01,010208,117,11,01,140109,1.0,6.0,20190102081171101,1.0,0.0,1.0,1.0,2.0,,2.0,52.0,,6.0
376,2019,04,008705,190,11,02,190108,5.0,7.0,20160087051901102,2.0,1.0,2.0,1.0,2.0,,2.0,44.0,,2.0
377,2019,09,006356,125,11,04,080601,6.0,7.0,20150063561251104,3.0,1.0,3.0,1.0,2.0,,1.0,18.0,,6.0
378,2019,09,010213,029,11,05,150135,8.0,1.0,20190102130291105,5.0,2.0,3.0,1.0,2.0,,1.0,2.0,,
381,2019,10,010334,014,11,01,210101,6.0,2.0,20190103340141101,1.0,1.0,1.0,1.0,2.0,,2.0,62.0,,4.0
382,2019,03,006460,082,11,04,090103,5.0,7.0,20190064600821104,3.0,1.0,3.0,1.0,2.0,,2.0,0.0,4.0,
384,2019,02,007449,002,11,01,140312,1.0,7.0,20190074490021101,1.0,1.0,1.0,1.0,2.0,,2.0,64.0,,3.0
385,2019,02,008446,009,11,03,170102,7.0,7.0,20190084460091103,3.0,1.0,3.0,1.0,2.0,,2.0,14.0,,6.0
387,2019,10,007952,087,11,01,150143,8.0,1.0,20190079520871101,1.0,1.0,1.0,1.0,2.0,,2.0,50.0,,5.0
388,2019,01,010359,109,11,04,220802,7.0,7.0,20190103591091104,3.0,1.0,3.0,1.0,2.0,,1.0,13.0,,6.0
389,2019,11,005132,065,11,01,010512,4.0,7.0,20170051320651101,1.0,1.0,1.0,1.0,2.0,,1.0,35.0,,1.0
391,2019,06,009809,006,11,01,150102,8.0,1.0,20190098090061101,1.0,1.0,1.0,1.0,2.0,,1.0,49.0,,1.0
393,2019,01,005930,066,11,03,060608,4.0,6.0,20150059300661103,5.0,0.0,1.0,1.0,2.0,,2.0,13.0,,6.0
395,2019,01,007215,009,11,04,130614,4.0,5.0,20190072150091104,3.0,1.0,3.0,1.0,2.0,,2.0,17.0,,6.0
397,2019,05,006782,048,11,04,110501,2.0,3.0,20190067820481104,3.0,2.0,1.0,1.0,2.0,,1.0,22.0,,1.0
399,2019,05,008059,014,11,02,150601,2.0,3.0,20190080590141102,2.0,1.0,2.0,1.0,2.0,,2.0,43.0,,2.0
400,2019,06,008326,159,11,01,160108,7.0,7.0,20190083261591101,1.0,1.0,1.0,1.0,2.0,,1.0,48.0,,1.0
401,2019,07,008169,247,11,01,150506,2.0,7.0,20160081692471101,1.0,1.0,1.0,1.0,2.0,,1.0,36.0,,1.0
403,2019,02,005038,011,11,02,010701,7.0,4.0,20180050380111102,3.0,1.0,3.0,1.0,2.0,,2.0,25.0,,6.0
404,2019,03,007796,101,11,01,150115,8.0,1.0,20190077961011101,1.0,1.0,1.0,1.0,2.0,,1.0,42.0,,1.0
406,2019,09,007343,048,11,03,140105,1.0,2.0,20190073430481103,3.0,1.0,3.0,1.0,2.0,,2.0,13.0,,6.0
410,2019,01,005933,136,11,01,060601,4.0,7.0,20190059331361101,1.0,1.0,1.0,1.0,2.0,,1.0,41.0,,1.0
411,2019,08,006858,074,11,04,110503,2.0,7.0,20190068580741104,3.0,1.0,3.0,1.0,2.0,,1.0,14.0,,6.0
412,2019,01,007053,022,11,01,120107,5.0,7.0,20190070530221101,1.0,1.0,1.0,1.0,2.0,,1.0,51.0,,2.0
